# BEGINHEADER
# This file contains data from the SALSA 2m radio telescope.
# DATE=2023-11-14T14:57:0005
# GLON and GLAT given in degrees
# GLON=44.85424239518158
# GLAT=0.26126016303809096
# DATA in two columns below. Col. 1 is velocity relative to LSR [km/s]. Col. 2 is uncalibrated antenna temperature [K].
# ENDHEADER
LSR Temp
261.3108441323377 -0.12900514665222929
259.2497001817391 0.6740975147086115
257.1885562311404 0.21999877703520454
255.1274122805418 0.6116258117136391
253.06626832994317 0.49353408049231007
251.00512437934452 -0.5965706106613529
248.94398042874587 1.356006761518159
246.88283647814723 1.583732231712175
244.82169252754858 0.7075873283691432
242.76054857694996 1.0069220062710587
240.6994046263513 3.6970108382915
238.63826067575266 0.8447089381497395
236.577116725154 1.672555118561027
234.5159727745554 1.2968022608661958
232.45482882395675 1.2850615754242
230.39368487335813 0.2444387379212558
228.33254092275945 -0.18835485897880488
226.27139697216083 -0.489680289126722
224.21025302156218 1.3523477484675686
222.14910907096356 0.6211355347035492
220.0879651203649 1.445742952993525
218.02682116976627 0.03584408392217675
215.96567721916762 0.23884671569410942
213.904533268569 2.4225455279314003
211.84338931797035 -0.4616220675100866
209.78224536737167 0.4095416567966472
207.72110141677305 0.14743287727525933
205.6599574661744 -1.9522262434403554
203.59881351557578 0.04385235878389393
201.53766956497714 -0.7405069599084992
199.4765256143785 -0.2611443631661179
197.41538166377987 1.4310184659279053
195.35423771318125 -0.26498578905837933
193.2930937625826 -1.6268729724137079
191.23194981198395 -0.5512759360239596
189.1708058613853 -0.8781510545158846
187.10966191078668 -0.012387333752926999
185.04851796018804 1.2894353962253993
182.9873740095894 1.023687974007248
180.92623005899074 0.2697818682002433
178.86508610839212 -0.01578571149544672
176.80394215779347 0.7773687098042386
174.74279820719485 -0.3014687459267824
172.68165425659618 1.0556814004921073
170.62051030599753 1.6807296902185218
168.5593663553989 -0.4416470544859017
166.49822240480026 0.36706301106153694
164.43707845420164 0.66318033224921
162.37593450360296 0.9436182066253389
160.31479055300434 0.8230414329316043
158.2536466024057 0.5870695491382825
156.19250265180708 2.679513377002891
154.1313587012084 1.476269756706194
152.07021475060978 1.0741284018344666
150.00907080001113 0.37672291591591467
147.9479268494125 0.6476428694367216
145.88678289881386 0.5756126743227536
143.82563894821521 0.1864432971822909
141.76449499761657 -0.8697535844524191
139.70335104701795 -1.2699355005028048
137.6422070964193 -1.1659832779695458
135.58106314582068 1.5444647991116218
133.519919195222 -0.18735554794736498
131.45877524462335 0.22798503952726534
129.39763129402473 -1.082989278105618
127.33648734342609 -1.6125475960021465
125.27534339282745 -0.2566163813370448
123.21419944222882 -0.5506870719352541
121.15305549163017 -0.7508774377640348
119.09191154103154 -2.1521535411807156
117.03076759043289 -0.15516758344505543
114.96962363983425 0.7815682862560633
112.90847968923559 -1.8130559754848994
110.84733573863696 -2.1696788622348446
108.78619178803832 0.039790359151347765
106.72504783743967 -0.9404888480817455
104.66390388684104 -1.1843972080331167
102.60275993624239 0.04398142391480153
100.54161598564376 -0.6746286612559356
98.48047203504511 -0.385353278576817
96.41932808444646 -0.6892068523319139
94.35818413384783 -1.0767081936708331
92.29704018324918 -1.604500158052117
90.23589623265055 -0.5169279122776578
88.17475228205191 1.103628065467937
86.11360833145326 0.9387311311748858
84.05246438085463 2.682355932613425
81.99132043025598 5.495924919020432
79.93017647965735 6.806744498170399
77.8690325290587 9.396094476269617
75.80788857846005 11.003392721155956
73.74674462786142 17.637132920822385
71.68560067726277 26.772917529848403
69.62445672666414 34.18637300141605
67.56331277606549 43.45276088992264
65.50216882546685 49.8044478398005
63.44102487486821 57.01355271942919
61.37988092426957 63.30630266473858
59.31873697367093 66.8389981302873
57.25759302307229 71.44158522144095
55.196449072473655 72.49753714673787
53.135305121875014 72.63411428778966
51.07416117127637 71.24441295936862
49.01301722067773 71.05296245092133
46.95187327007908 68.23437592937589
