type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
EventOnset;461240.5;0;0;0;0;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2
saccade;461289;0;15;6.933.289;170.859.457;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461304;1;40;6.933.289;170.859.457;21;2;2;3;0.40787036716938;0.342989075348401;0.37542972125889;240.787.036.716.938;23.429.890.753.484;437.542.972.125.889;p2O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;461344;0;9;1.200.036;-148.483.572;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461353;2;82;1.200.036;-148.483.572;21;2;2;2;0.33611111342907;0.342989075348401;0.425881606450097;233.611.111.342.907;23.429.890.753.484;333.955.009.438.874;p2P;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beF;be;Cor1;Cor2;Cor2;Cor1;Cor2;Cor1;Cor1beF;Cor2beF;Cor2beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;461435;0;7;1.724.104;-3.513.236;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461442;3;92;1.724.104;-3.513.236;21;2;2;3;0.40787036716938;0.342989075348401;0.37542972125889;240.787.036.716.938;23.429.890.753.484;437.542.972.125.889;p2O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beR;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;461534;0;5;0.733664;46.302.778;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461539;4;42;0.733664;46.302.778;21;2;2;3;0.40787036716938;0.342989075348401;0.37542972125889;240.787.036.716.938;23.429.890.753.484;437.542.972.125.889;p2O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;461581;0;22;768.714;-3.418.186;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461603;5;38;768.714;-3.418.186;21;1;2;2;0.440740741789341;0.1148873960786;0.19864740139807;128.240.740.671.754;21.148.873.960.786;419.864.740.139.807;p3O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;461641;0;13;1.548.368;-91.278.594;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461654;6;223;1.548.368;-91.278.594;21;1;2;2;0.440740741789341;0.1148873960786;0.19864740139807;128.240.740.671.754;21.148.873.960.786;419.864.740.139.807;p3O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;461877;0;14;4.434.204;78.218.143;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461891;7;31;4.434.204;78.218.143;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;461922;0;11;3.746.418;-82.095.666;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461933;8;46;3.746.418;-82.095.666;21;2;2;3;0.672222226858139;0.1148873960786;0.39355481146837;267.222.222.685.814;21.148.873.960.786;439.355.481.146.837;p3F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpR;bp;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;461979;0;11;2.000.084;-170.882.018;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;461990;9;85;2.000.084;-170.882.018;21;1;2;2;0.440740741789341;0.1148873960786;0.19864740139807;128.240.740.671.754;21.148.873.960.786;419.864.740.139.807;p3O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beF;be;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;462075;0;6;0.557768;-79.788.375;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462081;10;84;0.557768;-79.788.375;21;1;2;2;0.440740741789341;0.1148873960786;0.19864740139807;128.240.740.671.754;21.148.873.960.786;419.864.740.139.807;p3O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462165;0;22;10.733.588;79.342.605;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462187;11;40;10.733.588;79.342.605;21;1;1;1;0.440740741789341;0.46958830651531;0.344801039983463;128.240.740.671.754;143.333.742.706.411;335.787.241.689.082;p1P;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;462227;0;12;0.879819;-6.193.146;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462239;12;72;0.879819;-6.193.146;21;1;1;1;0.440740741789341;0.46958830651531;0.344801039983463;128.240.740.671.754;143.333.742.706.411;335.787.241.689.082;p1P;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462311;0;17;2.810.017;-179.379.115;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462328;13;16;2.810.017;-179.379.115;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beF;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;462344;0;23;9.161.468;-75.693.705;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462367;14;34;9.161.468;-75.693.705;21;2;2;3;0.672222226858139;0.1148873960786;0.39355481146837;267.222.222.685.814;21.148.873.960.786;439.355.481.146.837;p3F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpR;bp;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;462401;0;6;1.645.547;-82.065.854;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462407;15;108;1.645.547;-82.065.854;21;2;2;3;0.672222226858139;0.1148873960786;0.39355481146837;267.222.222.685.814;21.148.873.960.786;439.355.481.146.837;p3F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor2;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462515;0;31;10.548.309;97.146.945;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462546;16;55;10.548.309;97.146.945;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;462601;0;8;0.564169;177.048.771;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462609;17;25;0.564169;177.048.771;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462634;0;4;0.263016;-46.335.205;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462638;18;51;0.263016;-46.335.205;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462689;0;5;0.355765;131.945.986;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462694;19;39;0.355765;131.945.986;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;462733;0;10;2.219.291;7.709.017;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462743;20;196;2.219.291;7.709.017;21;1;1;1;0.440740741789341;0.46958830651531;0.344801039983463;128.240.740.671.754;143.333.742.706.411;335.787.241.689.082;p1P;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beF;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;462939;0;13;2.106.127;177.606.147;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;462952;21;129;2.106.127;177.606.147;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;beR;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1beR;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;463081;0;7;0.339114;-127.174.822;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463088;22;73;0.339114;-127.174.822;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463161;0;7;0.682672;178.661.077;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463168;23;103;0.682672;178.661.077;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463271;0;8;1.029.177;264.366;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463279;24;30;1.029.177;264.366;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463309;0;4;0.335708;132.774.346;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463313;25;62;0.335708;132.774.346;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463375;0;4;0.125975;137.569.362;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463379;26;12;0.125975;137.569.362;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463391;0;5;1.019.654;-48.354.533;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463396;27;60;1.019.654;-48.354.533;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463456;0;5;0.949152;169.822.832;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463461;28;77;0.949152;169.822.832;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463538;0;8;0.642491;165.531.409;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463546;29;114;0.642491;165.531.409;21;2;1;1;0.0717592537403107;0.46958830651531;0.26627562789564;207.175.925.374.031;143.333.742.706.411;225.254.834.040.221;p1F;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;weR;we;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;463660;0;7;1.223.024;-16.082.492;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;463703;0;26;0;0;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;463776;0;7;2.112.423;-157.567.544;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;6;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;463783;30;145;2.112.423;-157.567.544;21;2;2;3;0.40787036716938;0.342989075348401;0.37542972125889;240.787.036.716.938;23.429.890.753.484;437.542.972.125.889;p2O;51;41;48;807.407.400.757.074;105.021.583.600.525;86.651.164.419.724;579.657.406.620.681;50.885.893.409.382;924.258.170.357.251;2;6;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor2;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
EventOnset;467.798.375;0;0;0;0;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2
saccade;467860;0;14;5.750.007;95.616.401;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;467874;1;58;5.750.007;95.616.401;22;2;1;3;0.496296294033527;0.218620682307062;0.403737756791372;249.629.629.403.353;118.348.521.294.334;333.989.075.348.843;p3F;44;28;60;114.643.518.701.196;596.020.227.066.627;835.935.530.642.089;551.699.074.022.472;343.974.435.387.959;777.836.754.705.215;2;7;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;467932;0;11;2.061.216;-172.498.844;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;467943;2;52;2.061.216;-172.498.844;22;2;1;2;0.712499998509884;0.218620682307062;0.425051082942872;271.249.999.850.988;118.348.521.294.334;244.799.260.572.661;p3O;44;28;60;114.643.518.701.196;596.020.227.066.627;835.935.530.642.089;551.699.074.022.472;343.974.435.387.959;777.836.754.705.215;2;7;beF;be;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2beF;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;467995;0;8;0.961327;-123.658.995;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;7;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;468003;3;96;0.961327;-123.658.995;22;2;1;2;0.712499998509884;0.218620682307062;0.425051082942872;271.249.999.850.988;118.348.521.294.334;244.799.260.572.661;p3O;44;28;60;114.643.518.701.196;596.020.227.066.627;835.935.530.642.089;551.699.074.022.472;343.974.435.387.959;777.836.754.705.215;2;7;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
