type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
saccade;130512;0;5;0.704759;-155.376.887;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130517;12;55;0.704759;-155.376.887;15;2;2;3;0.599999997764826;0.26379486489639;0.431897431330608;259.999.999.776.483;226.379.486.489.639;443.189.743.133.061;p2O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;130572;0;5;0.821927;-2.463.421;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130577;13;88;0.821927;-2.463.421;15;2;2;3;0.599999997764826;0.26379486489639;0.431897431330608;259.999.999.776.483;226.379.486.489.639;443.189.743.133.061;p2O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;130665;0;19;2.463.336;169.482.388;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130684;14;67;2.463.336;169.482.388;15;2;2;3;0.599999997764826;0.280526020696297;0.440263009230561;259.999.999.776.483;22.805.260.206.963;444.026.300.923.056;p2P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beR;be;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;130751;0;8;2.329.828;-10.645.407;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130759;15;119;2.329.828;-10.645.407;15;2;2;3;0.599999997764826;0.26379486489639;0.431897431330608;259.999.999.776.483;226.379.486.489.639;443.189.743.133.061;p2O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beR;be;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;130878;0;9;1.665.727;70.306.047;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130887;16;51;1.665.727;70.306.047;15;2;2;3;0.599999997764826;0.26379486489639;0.431897431330608;259.999.999.776.483;226.379.486.489.639;443.189.743.133.061;p2O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;130938;0;20;8.934.406;68.922.079;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;130958;17;39;8.934.406;68.922.079;15;2;1;3;0.530555557459593;0.0948099875779887;0.385307034165725;253.055.555.745.959;108.142.504.857.758;330.599.030.301.859;p1P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;bpF;bp;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;130997;0;8;0.933842;-45.667.853;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131005;18;79;0.933842;-45.667.853;15;2;1;3;0.530555557459593;0.0948099875779887;0.385307034165725;253.055.555.745.959;108.142.504.857.758;330.599.030.301.859;p1P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;131084;0;7;1.345.234;174.822.337;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131091;19;72;1.345.234;174.822.337;15;2;2;3;0.530555557459593;0.285545386284402;0.408050471871997;253.055.555.745.959;22.855.453.862.844;4.408.050.471.872;p1F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beF;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;131163;0;12;1.069.958;-160.273.654;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131175;20;45;1.069.958;-160.273.654;15;2;2;3;0.530555557459593;0.285545386284402;0.408050471871997;253.055.555.745.959;22.855.453.862.844;4.408.050.471.872;p1F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;131220;0;7;0.051606;-106.583.274;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131227;21;34;0.051606;-106.583.274;15;2;2;3;0.530555557459593;0.285545386284402;0.408050471871997;253.055.555.745.959;22.855.453.862.844;4.408.050.471.872;p1F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;131261;0;11;2.236.172;5.546.148;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131272;22;37;2.236.172;5.546.148;15;2;1;3;0.530555557459593;0.0948099875779887;0.385307034165725;253.055.555.745.959;108.142.504.857.758;330.599.030.301.859;p1P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beR;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;131309;0;9;2.399.089;-16.592.355;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131318;23;16;2.399.089;-16.592.355;15;2;2;3;0.530555557459593;0.285545386284402;0.408050471871997;253.055.555.745.959;22.855.453.862.844;4.408.050.471.872;p1F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beR;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;131334;0;4;0.434042;-12.302.586;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131338;24;92;0.434042;-12.302.586;15;2;2;3;0.530555557459593;0.285545386284402;0.408050471871997;253.055.555.745.959;22.855.453.862.844;4.408.050.471.872;p1F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;131430;0;9;1.991.765;14.703.337;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131439;25;43;1.991.765;14.703.337;15;2;1;3;0.530555557459593;0.0948099875779887;0.385307034165725;253.055.555.745.959;108.142.504.857.758;330.599.030.301.859;p1P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beR;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;131482;0;11;0.533607;-7.444.611;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;131554;0;26;0;0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;131615;0;21;9.603.031;175.960.354;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131636;26;111;9.603.031;175.960.354;15;2;2;3;0.599999997764826;0.26379486489639;0.431897431330608;259.999.999.776.483;226.379.486.489.639;443.189.743.133.061;p2O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;bpR;bp;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor1bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;131747;0;7;1.686.963;173.508.284;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131754;27;45;1.686.963;173.508.284;15;2;2;3;0.599999997764826;0.280526020696297;0.440263009230561;259.999.999.776.483;22.805.260.206.963;444.026.300.923.056;p2P;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beF;be;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;131799;0;7;1.248.835;2.650.379;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;131893;0;25;0;0;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;131965;0;12;3.027.123;33.455.913;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;131977;28;48;3.027.123;33.455.913;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;bpR;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;132025;0;8;2.162.086;-135.154.501;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;132033;29;35;2.162.086;-135.154.501;15;2;1;3;0.429166667163372;0.0948099875779887;0.317714440634911;242.916.666.716.337;108.142.504.857.758;325.529.585.787.048;p3O;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;bpR;bp;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;132068;0;10;1.492.639;-175.904.566;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;15;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;132078;30;149;1.492.639;-175.904.566;15;2;2;3;0.429166667163372;0.258775499308285;0.343971083235829;242.916.666.716.337;225.877.549.930.829;434.397.108.323.583;p3F;56;49;84;146.374.999.992.549;634.892.311.248.117;109.508.869.422.485;706.374.999.992.549;552.552.285.394.783;115.446.364.269.367;1;15;beF;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
EventOnset;426940.75;0;0;0;0;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2
saccade;426993;0;14;4.333.081;91.241.188;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427007;1;35;4.333.081;91.241.188;16;2;2;4;0.560185180976987;0.206908847218753;0.38354701409787;256.018.518.097.699;220.690.884.721.875;438.354.701.409.787;p1F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;bpF;bp;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;427042;0;5;0.651489;49.064.542;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427047;2;227;0.651489;49.064.542;16;2;2;4;0.560185180976987;0.206908847218753;0.38354701409787;256.018.518.097.699;220.690.884.721.875;438.354.701.409.787;p1F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;weR;we;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;427274;0;12;198.098;993.742;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427286;3;48;198.098;993.742;16;2;2;4;0.603703707456589;0.206908847218753;0.405306277337671;260.370.370.745.659;220.690.884.721.875;440.530.627.733.767;p1P;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;beF;be;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;427334;0;8;1.929.297;-172.197.328;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427342;4;88;1.929.297;-172.197.328;16;2;2;4;0.560185180976987;0.206908847218753;0.38354701409787;256.018.518.097.699;220.690.884.721.875;438.354.701.409.787;p1F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;beR;be;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;427430;0;20;2.971.426;1.347.151;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427450;5;66;2.971.426;1.347.151;16;2;2;4;0.603703707456589;0.206908847218753;0.405306277337671;260.370.370.745.659;220.690.884.721.875;440.530.627.733.767;p1P;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;beR;be;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;427516;0;6;0.675673;5.645.755;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427522;6;70;0.675673;5.645.755;16;2;2;4;0.603703707456589;0.206908847218753;0.405306277337671;260.370.370.745.659;220.690.884.721.875;440.530.627.733.767;p1P;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;weR;we;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;427592;0;10;1.372.568;-157.337.133;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;427662;0;40;0;0;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;427739;0;13;1.530.372;152.396.601;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427752;7;64;1.530.372;152.396.601;16;2;1;3;0.603703707456589;0.414933126963243;0.540780180625474;260.370.370.745.659;128.108.372.798.386;344.239.371.772.023;p3O;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;bpF;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;427816;0;8;2.376.443;-1.398.293;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427824;8;66;2.376.443;-1.398.293;16;2;1;2;0.567129626870155;0.414933126963243;0.547281375426583;256.712.962.687.016;128.108.372.798.386;242.410.667.742.701;p3F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;beF;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;427890;0;43;11.381.449;100.968.378;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427933;9;13;11.381.449;100.968.378;16;2;2;4;0.560185180976987;0.206908847218753;0.38354701409787;256.018.518.097.699;220.690.884.721.875;438.354.701.409.787;p1F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;bpR;bp;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;427946;0;9;0.74716;-116.196.455;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;427955;10;170;0.74716;-116.196.455;16;2;2;4;0.560185180976987;0.206908847218753;0.38354701409787;256.018.518.097.699;220.690.884.721.875;438.354.701.409.787;p1F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;weR;we;Cor2;Cor1;Cor1;Cor2;Cor2;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;428125;0;19;10.136.866;-76.016.554;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;428144;11;37;10.136.866;-76.016.554;16;2;1;2;0.567129626870155;0.414933126963243;0.547281375426583;256.712.962.687.016;128.108.372.798.386;242.410.667.742.701;p3F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;bpR;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;428181;0;9;0.916148;-8.963.537;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;428190;12;83;0.916148;-8.963.537;16;2;1;2;0.567129626870155;0.414933126963243;0.547281375426583;256.712.962.687.016;128.108.372.798.386;242.410.667.742.701;p3F;44;36;66;126.407.407.075.167;700.255.415.972.136;101.894.157.265.423;566.407.407.075.167;419.317.589.678.863;812.862.498.377.015;2;1;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;428273;0;10;3.044.404;165.880.121;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;428535;0;42;0;0;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;428642;0;5;0.493413;-154.302.391;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
