participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
1;13;0.777048298776602;0.216296835729944;0.480375606958937;bpR
1;14;0.902767687492583;0.216296835729944;0.67394407023837;bpR
1;15;0.902767687492583;0.216296835729944;0.67394407023837;weR
1;1;0.808710947149305;0.816789928143531;0.816789928143531;bpF
1;2;0.779376434355766;0.816789928143531;0.771775231970141;bpF
1;3;0.78077330521242;0.818778333164568;0.818778333164568;bpF
1;4;0.78077330521242;0.818778333164568;0.818778333164568;weR
1;5;0.78077330521242;0.787461221080148;0.787461221080148;beF
1;6;0.78077330521242;0.787461221080148;0.787461221080148;weR
1;7;0.78077330521242;0.818778333164568;0.818778333164568;beR
1;8;0.779376434355766;0.816789928143531;0.771775231970141;bpR
1;9;0.808710947149305;0.816789928143531;0.816789928143531;bpR
1;10;0.808710947149305;0.816789928143531;0.816789928143531;weR
1;1;0.532593905601752;0.34554203011044;0.321962682281713;bpF
1;2;0.532593905601752;0.34554203011044;0.321962682281713;weR
1;3;0.532593905601752;0.34554203011044;0.321962682281713;weR
1;5;0.386386902807443;0.763103468570027;0.574745185688735;bpF
1;6;0.386386902807443;0.297820725600741;0.356864843738542;beF
1;7;0.386386902807443;0.763103468570027;0.574745185688735;beR
1;8;0.532593905601752;0.34554203011044;0.321962682281713;bpR
1;9;0.532593905601752;0.34554203011044;0.321962682281713;weR
1;10;0.532593905601752;0.502624670788044;0.434544225343025;beF
1;11;0.532593905601752;0.502624670788044;0.434544225343025;weR
1;12;0.532593905601752;0.502624670788044;0.434544225343025;weR
1;13;0.829198561227634;0.818778321164707;0.850529197289481;bpF
1;14;0.829198561227634;0.34554203011044;0.613911051762347;beF
1;15;0.829198561227634;0.34554203011044;0.613911051762347;weR
1;16;0.829198561227634;0.818778321164707;0.850529197289481;beR
1;1;0.8082453335217;0.221267794283161;0.51475656390243;bpF
1;2;0.8082453335217;0.298814906111514;0.638435191051638;beF
1;3;0.8082453335217;0.221267794283161;0.51475656390243;beR
1;4;0.8082453335217;0.221267794283161;0.51475656390243;weR
1;5;0.208051608038986;0.0065219159896083;0.194266990272417;bpF
1;6;0.8082453335217;0.221267794283161;0.51475656390243;bpR
1;7;0.8082453335217;0.298814906111514;0.638435191051638;beF
1;8;0.30071147752561;0.163604548667305;0.382322844127307;bpF
1;9;0.8082453335217;0.298814906111514;0.638435191051638;bpR
1;10;0.8082453335217;0.298814906111514;0.638435191051638;weR
1;11;0.208051608038986;0.298814906111514;0.291697986979719;bpR
1;12;0.208051608038986;0.298814906111514;0.291697986979719;weR
1;13;0.30071147752561;0.142726477944312;0.295498031825311;bpR
1;14;0.30071147752561;0.142726477944312;0.295498031825311;weR
1;1;0.925583429656615;0.669649244571898;0.840272034628376;bpF
1;2;0.925583429656615;0.0771096762435687;0.6427588451856;beF
1;3;0.69928851498093;0.340073967301998;0.340073967301998;bpF
1;4;0.69928851498093;0.0771096762435687;0.0771096762435687;beF
1;5;0.69928851498093;0.0771096762435687;0.0771096762435687;weR
1;6;0.72629491280232;0.573709531297276;0.713816577910061;bpF
1;7;0.72629491280232;0.202378116581343;0.598204393858488;beF
1;1;0.483703028465474;0.705937313209559;0.705937313209559;bpF
1;2;0.484168657079999;0.0;0.851548674777141;bpF
1;3;0.484168657079999;0.0;0.851548674777141;weR
1;4;0.484168657079999;0.0;0.851548674777141;weR
1;6;0.484168657079999;0.0;0.851548674777141;bpR
1;7;0.484168657079999;0.0;0.851548674777141;weR
1;8;0.929774087187338;0.0;0.929774087187338;beF
1;9;0.929774087187338;0.0;0.929774087187338;bpF
1;1;0.560065933911032;0.0;0.845961161376684;bpF
1;2;0.560065933911032;0.0;0.845961161376684;weR
1;3;0.907423958650911;0.975860953842404;0.870015149430021;bpF
1;4;0.891592630717829;0.975860953842404;0.894148457460493;beF
1;5;0.560065933911032;0.614968572487991;0.730464866932338;bpF
1;6;0.970749300357076;0.614968572487991;0.670864554142371;beF
1;1;0.757957563048388;0.0;0.746316877659109;bpF
1;2;0.769598248437666;0.0;0.18290775277617;bpF
1;3;0.757957563048388;0.0;0.746316877659109;bpR
1;4;0.0;0.0;0.156366981695939;beF
1;6;0.472062358063115;0.308756855217578;0.308756855217578;bpF
1;7;0.746316877659109;0.308756855217578;0.394966647830799;beF
1;8;0.472062358063115;0.308756855217578;0.308756855217578;beR
1;9;0.746316877659109;0.308756855217578;0.394966647830799;beR
1;10;0.472062358063115;0.308756855217578;0.308756855217578;beR
1;11;0.746316877659109;0.308756855217578;0.394966647830799;beR
1;12;0.757957563048388;0.0;0.746316877659109;bpR
1;13;0.0;0.0;0.156366981695939;beF
1;1;0.650397637844652;0.478764010533287;0.605198488824408;bpF
1;2;0.650397637844652;0.478764010533287;0.605198488824408;weR
1;4;0.443193443910261;0.284399104707434;0.221699749902105;bpF
1;5;0.650397637844652;0.284399104707434;0.475621884940506;beF
1;6;0.650397637844652;0.284399104707434;0.475621884940506;weR
1;7;0.650397637844652;0.284399104707434;0.475621884940506;weR
1;8;0.443193443910261;0.284399104707434;0.221699749902105;beR
1;9;0.464146686603115;0.447943998704138;0.458745790636789;bpF
1;10;0.464146686603115;0.447943998704138;0.458745790636789;weR
1;11;0.464146686603115;0.447943998704138;0.458745790636789;weR
1;12;0.650397637844652;0.284399104707434;0.475621884940506;bpR
1;13;0.464146686603115;0.447943998704138;0.458745790636789;bpR
1;14;0.464146686603115;0.447943998704138;0.458745790636789;weR
1;15;0.464146686603115;0.447943998704138;0.458745790636789;weR
1;16;0.464146686603115;0.447943998704138;0.458745790636789;weR
1;17;0.650397637844652;0.478764010533287;0.605198488824408;bpR
1;18;0.650397637844652;0.478764010533287;0.605198488824408;weR
1;19;0.650397637844652;0.478764010533287;0.605198488824408;weR
1;1;0.527006384707835;0.401216882705119;0.520906490510417;bpF
1;2;0.527006384707835;0.401216882705119;0.520906490510417;weR
1;3;0.380333760792461;0.511572409383682;0.635929057752347;bpF
1;4;0.380333760792461;0.511572409383682;0.635929057752347;weR
1;5;0.380333760792461;0.511572409383682;0.635929057752347;weR
1;7;0.380333760792461;0.511572409383682;0.635929057752347;bpR
1;8;0.495343728841672;0.552831458574305;0.698656186456015;bpF
1;9;0.495343728841672;0.552831458574305;0.698656186456015;weR
1;10;0.0;0.552831458574305;0.586714473758717;beF
1;11;0.380333760792461;0.511572409383682;0.635929057752347;bpR
1;12;0.380333760792461;0.511572409383682;0.635929057752347;weR
1;13;0.380333760792461;0.511572409383682;0.635929057752347;weR
1;14;0.642016352757047;0.511572409383682;0.750939025801558;beF
1;15;0.642016352757047;0.511572409383682;0.750939025801558;weR
1;1;0.788688984165881;0.650759554870219;0.731037251815063;bpF
1;2;0.788688984165881;0.650759554870219;0.731037251815063;weR
1;3;0.529800145154794;0.650759554870219;0.5717926777879;beF
1;4;0.891592645704749;0.139743896412456;0.410025202613179;bpF
1;5;0.891592645704749;0.139743896412456;0.410025202613179;weR
1;6;0.891592645704749;0.139743896412456;0.410025202613179;weR
1;7;0.685785322627013;0.139743896412456;0.431855330261029;beF
1;8;0.685785322627013;0.139743896412456;0.431855330261029;weR
1;9;0.891592645704749;0.139743896412456;0.410025202613179;beR
1;10;0.529800145154794;0.430545599768387;0.424983374386679;bpF
1;11;0.529800145154794;0.650759554870219;0.5717926777879;bpR
1;1;0.381730631649115;0.0;0.0236631562686276;bpF
1;2;0.370089961246757;0.315716214791878;0.158049015127894;bpF
1;3;0.268583187424828;0.0;0.0003818154639102;bpF
1;4;0.420843330360754;0.0;0.0;beF
1;5;0.268583187424828;0.0;0.0003818154639102;beR
1;6;0.420843330360754;0.0;0.0;bpR
1;7;0.420843330360754;0.0;0.0;weR
1;8;0.381730631649115;0.0;0.0236631562686276;beF
1;9;0.420843330360754;0.0;0.0;bpR
1;10;0.420843330360754;0.0;0.0;weR
1;1;0.803589047376453;0.512069513638907;0.594497825389925;bpF
1;2;0.794276505059798;0.742225397847034;0.776926135988877;bpF
1;3;0.794276505059798;0.742225397847034;0.776926135988877;weR
1;4;0.0;0.742225397847034;0.762026060289205;beF
1;5;0.794276505059798;0.742225397847034;0.776926135988877;beR
1;6;0.832923575156912;0.0;0.81802350445288;bpF
1;7;0.832923575156912;0.0;0.81802350445288;weR
1;8;0.0;0.512069513638907;0.641997952574598;bpR
1;9;0.0;0.512069513638907;0.641997952574598;weR
1;10;0.0;0.512069513638907;0.641997952574598;weR
1;11;0.803589047376453;0.512069513638907;0.594497825389925;beF
1;12;0.0;0.512069513638907;0.641997952574598;beR
1;13;0.0;0.512069513638907;0.641997952574598;weR
1;14;0.803589047376453;0.512069513638907;0.594497825389925;beR
1;15;0.0;0.512069513638907;0.641997952574598;beR
1;16;0.0;0.512069513638907;0.641997952574598;weR
1;17;0.0;0.512069513638907;0.641997952574598;weR
1;1;0.54609710544913;0.0;0.816160989994781;bpF
1;2;0.736073078113405;0.0;0.736073078113405;beF
1;3;0.54609710544913;0.0;0.816160989994781;beR
1;4;0.54609710544913;0.0;0.816160989994781;weR
1;5;0.736073078113405;0.0;0.736073078113405;beR
1;6;0.736073078113405;0.0;0.736073078113405;weR
1;7;0.736073078113405;0.0;0.736073078113405;bpF
1;8;0.880417573943075;0.0;0.880417573943075;beF
1;9;0.736073078113405;0.0;0.736073078113405;beR
1;10;0.634100688790506;0.968901610267919;0.980534883472726;bpF
1;11;0.634100688790506;0.968901610267919;0.980534883472726;weR
1;12;0.736073078113405;0.0;0.736073078113405;bpR
1;13;0.54609710544913;0.0;0.816160989994781;bpR
1;14;0.736073078113405;0.0;0.736073078113405;beF
1;15;0.736073078113405;0.0;0.736073078113405;bpR
1;16;0.736073078113405;0.0;0.736073078113405;weR
1;1;0.63642881312948;0.912232537162929;0.728363387807296;bpF
1;2;0.0;0.912232537162929;0.859359895825584;beF
1;3;0.63642881312948;0.912232537162929;0.728363387807296;beR
1;4;0.63642881312948;0.912232537162929;0.728363387807296;weR
1;5;0.843167389689536;0.362940421046283;0.519291058335783;bpF
1;6;0.85434244646429;0.913226733673517;0.908928460318639;bpF
1;7;0.831992332914782;0.913226733673517;0.83547867664612;beF
1;8;0.831992332914782;0.913226733673517;0.83547867664612;weR
1;9;0.0;0.912232537162929;0.859359895825584;bpR
1;10;0.63642881312948;0.912232537162929;0.728363387807296;beF
1;1;0.738401213692569;0.379344615471538;0.61451538789529;bpF
1;2;0.704876043368307;0.379344615471538;0.596365567402717;beF
1;3;0.199670322951381;0.539409837680999;0.36954008031619;bpF
1;4;0.199670322951381;0.539409837680999;0.36954008031619;weR
1;5;0.738401213692569;0.379344615471538;0.61451538789529;bpR
1;6;0.704876043368307;0.379344615471538;0.596365567402717;beF
1;7;0.738401213692569;0.539409837680999;0.642835278560347;bpR
1;8;0.507915656473081;0.589119535211874;0.534983616052678;bpF
1;9;0.507915656473081;0.589119535211874;0.534983616052678;weR
1;10;0.396630709846607;0.589119535211874;0.460793651635029;beF
1;11;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;12;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;13;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;14;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;15;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;16;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;17;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;18;0.396630709846607;0.589119535211874;0.460793651635029;weR
1;20;0.396630709846607;0.589119535211874;0.460793651635029;bpR
1;1;0.7034791713408;0.240157471984978;0.240157471984978;bpF
1;2;0.7034791713408;0.240157471984978;0.240157471984978;weR
1;3;0.281620749290855;0.492682729681888;0.477949079527977;bpF
1;4;0.281620749290855;0.492682729681888;0.477949079527977;weR
1;5;0.528403265633826;0.805853806526602;0.805853806526602;bpF
1;6;0.281620749290855;0.805853806526602;0.634534617950334;beF
1;7;0.528403265633826;0.805853806526602;0.805853806526602;beR
1;8;0.281620749290855;0.805853806526602;0.634534617950334;beR
1;9;0.313749037518273;0.240157471984978;0.185065709313648;bpR
1;1;0.490687442696425;0.482243690320438;0.592307780573153;bpF
1;2;0.76401072754375;0.482243690320438;0.623127208932094;beF
1;3;0.76401072754375;0.482243690320438;0.623127208932094;weR
1;4;0.490687442696425;0.482243690320438;0.592307780573153;beR
1;5;0.800795290676224;0.745207971378983;0.78226618424381;bpF
1;6;0.490687442696425;0.745207971378983;0.778821966228783;beF
1;7;0.797535890374551;0.614968572487991;0.706252231431271;bpF
1;8;0.767270127845423;0.614968572487991;0.691119350166707;beF
1;9;0.767270127845423;0.614968572487991;0.691119350166707;weR
1;10;0.490687442696425;0.482243690320438;0.592307780573153;bpR
1;11;0.797535890374551;0.614968572487991;0.706252231431271;bpR
1;1;0.107476097066201;0.779010572739896;0.578275280922604;bpF
1;2;0.107476097066201;0.779010572739896;0.578275280922604;weR
1;3;0.107476097066201;0.779010572739896;0.578275280922604;weR
1;4;0.953986700208025;0.779010572739896;0.890073800993578;beF
1;5;0.953986700208025;0.779010572739896;0.890073800993578;weR
1;6;0.870639403011896;0.574206623552639;0.771828476525477;bpF
1;7;0.870639403011896;0.574206623552639;0.771828476525477;weR
1;8;0.759354448891962;0.574206623552639;0.756928400825805;beF
1;9;0.759354448891962;0.574206623552639;0.756928400825805;weR
1;10;0.759354448891962;0.574206623552639;0.756928400825805;weR
1;11;0.759354448891962;0.574206623552639;0.756928400825805;weR
1;12;0.870639403011896;0.574206623552639;0.771828476525477;beR
1;13;0.773323277353864;0.0;0.773323277353864;bpF
1;14;0.773323277353864;0.0;0.773323277353864;weR
1;15;0.107476097066201;0.0;0.377539989105313;beF
1;16;0.107476097066201;0.0;0.377539989105313;weR
1;18;0.773323277353864;0.0;0.773323277353864;bpR
1;19;0.773323277353864;0.0;0.773323277353864;weR
1;20;0.773323277353864;0.0;0.773323277353864;weR
1;1;0.116788639382856;0.913226733673517;0.38226800414641;bpF
1;2;0.0;0.913226733673517;0.779292967919792;beF
1;3;0.0;0.913226733673517;0.779292967919792;weR
1;4;0.116788639382856;0.913226733673517;0.38226800414641;beR
1;5;0.48277178060325;0.236180701942442;0.289445011674586;bpF
1;6;0.175457694943774;0.236180701942442;0.444033308923326;beF
1;7;0.48277178060325;0.236180701942442;0.289445011674586;beR
1;8;0.175457694943774;0.236180701942442;0.444033308923326;beR
1;9;0.48277178060325;0.358466548748499;0.337271857644579;bpF
1;10;0.48277178060325;0.358466548748499;0.337271857644579;weR
1;11;0.48277178060325;0.236180701942442;0.289445011674586;bpR
1;12;0.48277178060325;0.236180701942442;0.289445011674586;weR
1;1;0.843633003317141;0.0;0.869242502181402;bpF
1;2;0.843633003317141;0.0;0.869242502181402;weR
1;3;0.843633003317141;0.870476411716757;0.86985945694908;beF
1;4;0.929774087187338;0.0;0.888798874017601;bpF
1;5;0.929774087187338;0.0;0.888798874017601;weR
1;6;0.929774087187338;0.0;0.888798874017601;beF
1;7;0.929774087187338;0.0;0.888798874017601;beR
1;8;0.929774087187338;0.0;0.888798874017601;beR
1;9;0.843633003317141;0.0;0.869242502181402;bpR
1;2;0.76401073503721;0.456891743299706;0.600860786872338;bpF
1;3;0.76401073503721;0.456891743299706;0.600860786872338;weR
1;4;0.0;0.243140045516927;0.328704574903556;bpF
1;1;0.118651153840955;0.318698796323734;0.344161558857888;bpF
1;2;0.118651153840955;0.27694264687784;0.338730429887308;beF
1;3;0.118651153840955;0.27694264687784;0.338730429887308;weR
1;4;0.118651153840955;0.27694264687784;0.338730429887308;weR
1;1;0.904630201950682;0.756144112995681;0.778322672196496;bpF
1;2;0.904630201950682;0.756144112995681;0.778322672196496;weR
1;3;0.126101211673351;0.611488900700749;0.500800419958925;bpF
1;4;0.126101211673351;0.611488900700749;0.500800419958925;weR
1;5;0.126101211673351;0.627893095126004;0.509002517171552;beF
1;6;0.904630201950682;0.756144112995681;0.778322672196496;bpR
1;7;0.904630201950682;0.756144112995681;0.778322672196496;weR
1;8;0.126101211673351;0.611488900700749;0.500800419958925;bpR
1;9;0.126101211673351;0.627893095126004;0.509002517171552;beF
1;10;0.342152311816412;0.99673904856512;0.560347890732648;bpF
1;11;0.342152311816412;0.483237882831072;0.412695097323742;beF
1;12;0.342152311816412;0.99673904856512;0.560347890732648;beR
1;13;0.342152311816412;0.99673904856512;0.560347890732648;weR
1;14;0.342152311816412;0.99673904856512;0.560347890732648;weR
1;15;0.126101211673351;0.611488900700749;0.500800419958925;bpR
1;1;0.792879626709684;0.780998949761257;0.780998949761257;bpF
1;2;0.792879626709684;0.877435755291243;0.877435755291243;beF
1;3;0.792879626709684;0.780998949761257;0.780998949761257;beR
1;4;0.89066137348878;0.397737210917877;0.397737210917877;bpF
1;5;0.89066137348878;0.780998949761257;0.780998949761257;beF
1;6;0.89066137348878;0.780998949761257;0.780998949761257;weR
1;7;0.883676959257829;0.0900341988815813;0.619129372465746;bpF
1;8;0.883676959257829;0.0900341988815813;0.619129372465746;weR
1;10;0.89066137348878;0.780998949761257;0.780998949761257;bpR
1;11;0.883676959257829;0.0900341988815813;0.619129372465746;bpR
1;1;0.519556341862359;0.716873444826372;0.741277579060607;bpF
1;2;0.519556341862359;0.716873444826372;0.741277579060607;weR
1;3;0.519556341862359;0.716873444826372;0.741277579060607;weR
1;4;0.519556341862359;0.222261978793887;0.411536601705617;beF
1;5;0.809642219365274;0.556311134361502;0.725198524364017;bpF
1;6;0.809642219365274;0.716873444826372;0.763257832095823;beF
1;7;0.809642219365274;0.716873444826372;0.763257832095823;weR
1;8;0.716051100143061;0.222261978793887;0.35069462759717;bpF
1;1;0.824076661454781;0.515549184426161;0.695655243605454;bpF
1;2;0.824076661454781;0.351507193174152;0.61363424797945;beF
1;3;0.824076661454781;0.351507193174152;0.61363424797945;weR
1;4;0.824076661454781;0.351507193174152;0.61363424797945;weR
1;5;0.824076661454781;0.515549184426161;0.695655243605454;beR
1;6;0.862723731551895;0.515549184426161;0.746998882509984;bpF
1;7;0.862723731551895;0.24612263504869;0.657190032717494;beF
1;8;0.862723731551895;0.24612263504869;0.657190032717494;weR
1;10;0.824076661454781;0.351507193174152;0.61363424797945;bpR
1;1;0.815695361380256;0.846615759461908;0.826002160740807;bpF
1;2;0.815695361380256;0.846615759461908;0.826002160740807;weR
1;4;0.815695361380256;0.846615759461908;0.826002160740807;bpR
1;5;0.651328889921948;0.492682725681934;0.491452272223624;bpF
1;6;0.251820592895872;0.215302639219356;0.270811807804613;bpF
1;2;0.824542290069306;0.0;0.0;bpF
1;3;0.824542290069306;0.056231613520483;0.056231613520483;beF
1;4;0.824542290069306;0.056231613520483;0.056231613520483;weR
1;5;0.824542290069306;0.0;0.0;beR
1;6;0.824542290069306;0.056231613520483;0.056231613520483;beR
1;7;0.533525162830802;0.0;0.0;bpF
1;8;0.533525162830802;0.0;0.0;weR
1;9;0.533525162830802;0.056231613520483;0.056231613520483;beF
1;10;0.750973163804357;0.0;0.592659847006244;bpF
1;11;0.750973163804357;0.0;0.592659847006244;weR
1;12;0.824542290069306;0.0;0.0;bpR
1;1;0.567515969263048;0.0;0.0;bpF
1;2;0.496274974830532;0.574206619552685;0.582220204832997;bpF
1;3;0.496274974830532;0.574206619552685;0.582220204832997;weR
1;4;0.496274974830532;0.574206619552685;0.582220204832997;weR
1;5;0.507915659283128;0.0;0.548890869642818;bpF
1;6;0.507915659283128;0.0;0.548890869642818;weR
1;7;0.567515969263048;0.0;0.0;bpR
1;8;0.567515969263048;0.0;0.0;weR
