type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;50421;3;33;0.640782;128.752.047;2;2;1;2;0.665695573114132;0.551717681140966;0.610794172233566;266.569.557.311.413;13.921.637.374.632;252.892.965.528.867;p1F;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;50454;0;10;278.565;-9.326.745;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50464;4;68;278.565;-9.326.745;2;2;1;1;0.665695573114132;0.00116889646104013;0.335519779893603;266.569.557.311.413;115.195.614.489.795;240.882.585.900.604;p1P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;50532;0;4;0.222907;-127.019.806;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50536;5;224;0.222907;-127.019.806;2;2;1;1;0.665695573114132;0.00116889646104013;0.335519779893603;266.569.557.311.413;115.195.614.489.795;240.882.585.900.604;p1P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;50760;0;27;3.048.085;177.353.484;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50787;6;39;3.048.085;177.353.484;2;2;1;2;0.665695573114132;0.551717681140966;0.610794172233566;266.569.557.311.413;13.921.637.374.632;252.892.965.528.867;p1F;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;50826;0;9;2.665.588;-8.304.315;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50835;7;18;2.665.588;-8.304.315;2;2;1;1;0.665695573114132;0.00116889646104013;0.335519779893603;266.569.557.311.413;115.195.614.489.795;240.882.585.900.604;p1P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2beR;Cor1beR;Cor1beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;50853;0;4;0.296692;5.298.967;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50857;8;26;0.296692;5.298.967;2;2;1;1;0.665695573114132;0.00116889646104013;0.335519779893603;266.569.557.311.413;115.195.614.489.795;240.882.585.900.604;p1P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;50883;0;17;9.497.312;-129.039.649;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50900;9;69;9.497.312;-129.039.649;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;bpF;bp;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2bpF;Cor1bpF;Cor2bpF;Cor2bpF;Cor1bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;50969;0;9;1.901.603;-14.474.746;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;50978;10;62;1.901.603;-14.474.746;2;2;2;4;0.780742608749942;0.334887961362622;0.557815285056282;278.074.260.874.994;233.488.796.136.262;455.781.528.505.628;p2P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beF;be;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor1beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;51040;0;7;0.592472;-151.149.559;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51047;11;66;0.592472;-151.149.559;2;2;2;4;0.780742608749942;0.334887961362622;0.557815285056282;278.074.260.874.994;233.488.796.136.262;455.781.528.505.628;p2P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51113;0;10;2.972.298;-3.437.872;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51123;12;79;2.972.298;-3.437.872;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;51202;0;4;0.298017;-156.633.786;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51206;13;88;0.298017;-156.633.786;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51294;0;10;2.172.986;169.535.845;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51304;14;79;2.172.986;169.535.845;2;2;2;4;0.780742608749942;0.334887961362622;0.557815285056282;278.074.260.874.994;233.488.796.136.262;455.781.528.505.628;p2P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;51383;0;7;0.843559;-16.598.156;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51390;15;65;0.843559;-16.598.156;2;2;2;4;0.780742608749942;0.334887961362622;0.557815285056282;278.074.260.874.994;233.488.796.136.262;455.781.528.505.628;p2P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51455;0;4;0.256849;-157.369.909;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51459;16;37;0.256849;-157.369.909;2;2;2;4;0.780742608749942;0.334887961362622;0.557815285056282;278.074.260.874.994;233.488.796.136.262;455.781.528.505.628;p2P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51496;0;10;3.120.786;0.607936;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51506;17;72;3.120.786;0.607936;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beR;be;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;51578;0;4;0.226768;-123.815.752;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51582;18;69;0.226768;-123.815.752;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51651;0;5;0.390289;-11.874.839;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51656;19;65;0.390289;-11.874.839;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51721;0;5;0.421677;174.119.051;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51726;20;91;0.421677;174.119.051;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51817;0;6;0.530421;0.212026;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51823;21;48;0.530421;0.212026;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51871;0;6;0.571886;177.386.157;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51877;22;58;0.571886;177.386.157;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;51935;0;7;0.630697;-10.393.629;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;51942;23;62;0.630697;-10.393.629;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52004;0;9;1.591.835;112.786.927;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52013;24;59;1.591.835;112.786.927;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52072;0;9;1.972.605;-91.307.384;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52081;25;68;1.972.605;-91.307.384;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52149;0;6;0.635533;38.758.634;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52155;26;40;0.635533;38.758.634;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52195;0;6;0.838908;162.800.601;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52201;27;103;0.838908;162.800.601;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52304;0;8;0.804451;34.505.661;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52312;28;49;0.804451;34.505.661;2;2;0;2;0.780742608749942;0;0.780742608749942;278.074.260.874.994;0.247805410156362;251.427.400.945.315;p2O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor2;Cor1;Cor2;Cor2;Cor1;Cor2;Cor2weR;Cor1weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52361;0;13;7.254.431;-2.261.295;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52374;29;58;7.254.431;-2.261.295;2;2;1;3;0.32844073859364;0.118058241584279;0.258313239590519;232.844.073.859.364;119.052.963.405.578;325.948.518.632.471;p3F;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;bpF;bp;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;52432;0;9;1.501.338;12.236.871;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52441;30;34;1.501.338;12.236.871;2;2;1;3;0.32844073859364;0.118058241584279;0.258313239590519;232.844.073.859.364;119.052.963.405.578;325.948.518.632.471;p3F;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52475;0;9;1.704.376;-9.244.299;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52484;31;84;1.704.376;-9.244.299;2;2;1;2;0.32844073859364;0.00116889646104013;0.21935012454944;232.844.073.859.364;115.195.614.489.795;32.401.984.417.458;p3O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;beF;be;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor1beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;52568;0;4;0.282784;-45.616.942;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52572;32;81;0.282784;-45.616.942;2;2;1;2;0.32844073859364;0.00116889646104013;0.21935012454944;232.844.073.859.364;115.195.614.489.795;32.401.984.417.458;p3O;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;weR;we;Cor1;Cor1;Cor1;Cor2;Cor1;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor1weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;52653;0;19;9.641.976;121.057.557;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;52672;33;37;9.641.976;121.057.557;2;2;1;1;0.665695573114132;0.00116889646104013;0.335519779893603;266.569.557.311.413;115.195.614.489.795;240.882.585.900.604;p1P;66;23;72;229.198.752.874.006;357.506.050.509.289;193.010.434.808.728;889.198.752.874.006;311.647.205.988.433;95.542.297.943.122;1;2;bpR;bp;Cor2;Cor1;Cor1;Cor2;Cor1;Cor2;Cor2bpR;Cor1bpR;Cor1bpR;Cor2bpR;Cor1bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;52709;0;4;0.358;169.320.307;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;52784;0;29;0;0;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
EventOnset;56.800.375;0;0;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor2;Cor2;Cor1;Cor2;Cor1;Cor1;Cor2
saccade;56833;0;12;3.774.681;137.156.267;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;56845;1;27;3.774.681;137.156.267;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;outside;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;bpF;bp;other;other;other;other;other;other;other;other;other;other;other;other;[];[];[];[];[];[];[];[];[]
saccade;56872;0;11;3.021.269;-168.044.776;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;56883;2;58;3.021.269;-168.044.776;3;1;0;1;0.424004009952419;0;0.223599489400652;122.359.948.940.065;0.136760528527026;218.018.000.896.384;p1P;45;19;59;141.633.112.324.286;237.694.478.341.923;109.995.810.088.211;577.604.795.885.663;2.333.133.447.436;795.459.070.314.631;1;3;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;56941;0;10;218.041;169.387.479;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;56951;3;26;218.041;169.387.479;3;1;2;2;0.424004009952419;0.0601980172531796;0.141898753326916;122.359.948.940.065;206.019.801.725.318;414.189.875.332.692;p1F;45;19;59;141.633.112.324.286;237.694.478.341.923;109.995.810.088.211;577.604.795.885.663;2.333.133.447.436;795.459.070.314.631;1;3;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor2;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor2beF;[];[];[];[];[];[];[];[];[]
