ppNum,NrmzMeanConfPair,NrmzMeanConfEvent,NrmzMeanConfDetail,N_eNrmzMeanConfPair,N_eNrmzMeanConfEvent,N_eNrmzMeanConfDetail,iEvent,iBlock
2,0.454480768,0.41597162,0.530603995,0.375543954,0.387289883,0.377992255,36,3
2,0.467039967,0.731910301,0.594572665,0.424537135,0.359380312,0.322363464,37,3
2,0.693192759,0.488965604,0.723743127,0.312846697,0.357770923,0.368522649,38,3
2,0.477988583,0.238543802,0.345402683,0.418912556,0.370822328,0.440637324,39,3
2,0.562551803,0,0.485726298,0.377237827,0,0.323267095,40,3
2,0.611688601,0.011706181,0.413522385,0.374024108,0.5,0.342015101,41,3
2,0.189786927,0.38271211,0.340298409,0.4036699,0.371484755,0.40445279,42,3
2,0.502092099,0.39843674,0.417891097,0.422203797,0.377938661,0.362900376,43,3
2,0.501055936,0.61502493,0.556657573,0.361320713,0.374950036,0.367540159,44,3
2,0.671445449,0.481855432,0.746255697,0.372655219,0.370013079,0.393579849,45,3
2,0.686412238,0.490287538,0.497569136,0.388375207,0.371023189,0.382660799,46,4
2,0.513377565,0.255256018,0.334616738,0.398732353,0.413733495,0.409490568,47,4
2,0.667747185,0.362790824,0.411851515,0.353064638,0.439892854,0.403020395,48,4
2,0.4541451,0.152389316,0.449026307,0.401287411,0.379660713,0.415469246,49,4
2,0.347432506,0.641522772,0.558706281,0.350710429,0.395345006,0.416240853,50,4
2,0.366525024,0.426031603,0.466571177,0.326134337,0.373952543,0.363393147,51,4
2,0.746045483,0.107982808,0.519025442,0.33491608,0.420415364,0.36324909,52,4
2,0.413324168,0.388635866,0.463808026,0.416067287,0.328207478,0.408144821,53,4
2,0.62171192,0.772702166,0.605135482,0.38627979,0.343180487,0.403879331,54,4
2,0.744941658,0.775407953,0.697497117,0.340797268,0.403278966,0.37079734,55,4
2,0.717313818,0.54580041,0.58163274,0.412675471,0.347170721,0.363197266,56,4
2,0.737859711,0.339722955,0.465870707,0.366938194,0.431529341,0.417570181,57,4
2,0.619666864,0.849945774,0.803252574,0.391006111,0.409634536,0.377400792,58,4
2,0.649780344,0.455204801,0.377260351,0.401697095,0.343691078,0.423896685,59,4
2,0.257434203,0.675183577,0.443609881,0.417897772,0.401231237,0.444950993,60,4
,0.376184042,0.378119131,0.367036366,0.436045769,0.34930565,0.395172279,1,1
3,0.578141721,0.248376906,0.618429641,0.405392718,0.442833914,0.339754847,2,1
,0.383820866,0.382471484,0.314917521,0.412968672,0.403068909,0.363037529,3,1
3,0.493550759,0.242908975,0.336507102,0.398973516,0.377203591,0.44253506,4,1
,0.717427886,0.089952779,0.420753226,0.324924202,0.271630118,0.35077325,5,1
,0.366822147,0.259505048,0.370424901,0.425431499,0.355764926,0.410406762,6,1
,0.916560689,0.305356768,0.960480699,0.346904384,0.43027884,0.413119124,7,1
3,0.674186247,0.670959926,0.7607005,0.435091644,0.426535766,0.345149536,8,1
,0.397466353,0.42396899,0.363099924,0.384538854,0.388168877,0.387876962,9,1
3,0.326863507,0.463324119,0.343051278,0.301468348,0.41544057,0.435649135,10,1
,0.985084932,0.620095323,0.665308775,0.402317241,0.357523409,0.412279609,11,1
3,0.796808093,0.643974044,0.727281821,0.411171245,0.390138241,0.312005835,12,1
,0.557607029,0.543057881,0.53208898,0.299798421,0.269238933,0.389735201,13,1
3,0.693370877,0.327733524,0.530776161,0.402470821,0.390808171,0.350073885,14,1
,0.272696856,0.314493864,0.421810286,0.394570464,0.402135652,0.40311493,15,1
3,0.887978655,0.736167007,0.765053581,0.406628308,0.406173151,0.392279855,16,2
,0.716472909,0.410384664,0.521704845,0.426447123,0.339100151,0.413367256,17,2
3,0.855611725,0.397688215,0.641736737,0.367462907,0.388653722,0.419626774,18,2
,0.554518323,0.500328311,0.598813979,0.386064941,0.321286512,0.396047526,19,2
3,0.834364297,0.592107346,0.717582155,0.382491749,0.344958484,0.391844901,20,2
,0.636995443,0.245661018,0.367327076,0.334478577,0.406206615,0.405986747,21,2
3,0.546985257,0.333736122,0.474430928,0.363400011,0.379308523,0.373241894,22,2
,0.777942187,0.676267321,0.755034739,0.40395739,0.374948324,0.385649057,23,2
3,0.761051147,0.352487299,0.480100704,0.398141755,0.428156384,0.347285475,24,2
,0.660587827,0.474109363,0.647836342,0.386677382,0.434733693,0.417695998,25,2
3,0.710296399,0.602628265,0.673420095,0.329822387,0.39346839,0.346947229,26,2
,0.750252652,0.48701313,0.639995187,0.384747043,0.430774601,0.349118338,27,2
3,0.619295212,0.556346838,0.682843627,0.388825829,0.336566606,0.359566727,28,2
,0.852760687,0.767925883,0.804905959,0.286066805,0.359401823,0.290537211,29,2
3,0.757726429,0.695922186,0.76650809,0.353587787,0.398196499,0.369779362,30,2
,0.853328333,0.762831817,0.794582152,0.400378671,0.336917724,0.283308634,31,3
3,0.729958859,0.556346839,0.649622188,0.334689747,0.326613517,0.404288905,32,3
,0.46333187,0.273080932,0.262098112,0.425194767,0.425601938,0.380221019,33,3
3,0.62781855,0.52241314,0.655279247,0.362772286,0.377328276,0.373611334,34,3
,0.279242175,0.29195813,0.372242427,0.401279646,0.334739552,0.376853045,35,3
3,0.867618862,0.818871076,0.833835073,0.388086383,0.416382058,0.379941175,36,3
,0.852533146,0.774557796,0.809644327,0.362209572,0.369968375,0.409999738,37,3
3,0.46028792,0.595049469,0.52623513,0.396944959,0.33484446,0.421570656,38,3
,0.720844105,0.163304803,0.583639411,0.319739953,0.397037438,0.380976429,39,3
3,0.808668527,0.548959498,0.728784418,0.415925051,0.409894127,0.352807775,40,3
,0.864703993,0.150109548,0.555623848,0.404996407,0.417665228,0.331621496,41,3
3,0.885548793,0.115873845,0.740433021,0.381950118,0.416415471,0.404994163,42,3
,0.599648313,0.258820012,0.530950762,0.410191265,0.396882031,0.38496758,43,3
3,0.816782718,0.360778158,0.548388424,0.317998173,0.3183942,0.356277067,44,3
,0.725323608,0.269389262,0.343091942,0.387759028,0.428866731,0.386942179,45,3
,0.595743425,0.363916608,0.471386045,0.425221701,0.40707393,0.443540202,46,4
,0.894678718,0.53438085,0.60712516,0.325374632,0.376188764,0.378436511,47,4
,0.656063885,0.7006765,0.778788843,0.384547023,0.304540551,0.417034885,48,4
,0.819170135,0.743333226,0.705380452,0.350753635,0.367179364,0.355772292,49,4
,0.84027364,0.417431811,0.612457486,0.389853577,0.351472609,0.400812567,50,4
3,0.933776248,0.807475158,0.887941999,0.36045136,0.371978685,0.327947641,51,4
,0.564784202,0.562283598,0.674047205,0.412243085,0.363519362,0.3704758,52,4
,0.788729441,0.527688908,0.693069525,0.345301402,0.406323554,0.405443084,53,4
,0.896141681,0.260050907,0.80713416,0.354631662,0.377738966,0.343455358,54,4
3,0.915946495,0.456916808,0.782685848,0.324758328,0.410275598,0.365403546,55,4
,0.899757456,0.572089485,0.73976746,0.403740332,0.412349516,0.384993109,56,4
3,0.83186974,0.204387173,0.214486536,0.403200118,0.415431466,0.420711874,57,4
,0.77068669,0.531327469,0.586538073,0.350857427,0.409239138,0.385434897,58,4
3,0.737076233,0.647718754,0.693828462,0.357461998,0.365141623,0.367183461,59,4
,0.717034754,0.719435353,0.772165948,0.407654928,0.282964445,0.381743955,60,4
,0.313901119,0.520412371,0.432947186,0.438858278,0.361319265,0.342435004,1,1
4,0.590091065,0.237176046,0.330016154,0.412871999,0.302082902,0.328412364,2,1
,0.609973264,0.733042389,0.664585835,0.36333473,0.35587053,0.376913368,3,1
4,0.596550606,0.050428277,0.509922766,0.376256885,0.393615636,0.348641347,4,1
,0.491267852,0.523992941,0.547173728,0.340804148,0.398433996,0.324355044,5,1
4,0.749314541,0.338680587,0.405491497,0.375044879,0.361471344,0.375687814,6,1
,0.695157693,0.380284353,0.501351961,0.407920426,0.432409755,0.416162415,7,1
4,0.773538917,0.656612039,0.714609466,0.406734628,0.359729607,0.358382133,8,1
,0.298511481,0.379864567,0.322724983,0.401872572,0.322717353,0.444432162,9,1
4,0.708266544,0.364014014,0.526705161,0.345156229,0.407223829,0.431958966,10,1
,0.556269094,0.368732321,0.411640816,0.365403568,0.377418616,0.393568791,11,1
4,0.11472044,0.228764538,0.218523874,0.379901223,0.400725055,0.424585904,12,1
,0.737461466,0.453019695,0.564735316,0.369815166,0.404662752,0.349345582,13,1
4,0.585006035,0.301861097,0.379938836,0.36213235,0.427008817,0.402109304,14,1
,0.483408544,0.52004768,0.415861223,0.297636101,0.369496766,0.398305044,15,1
4,0.510630775,0.366608003,0.337939419,0.409921394,0.403563593,0.38458929,16,2
,0.611716045,0.560117396,0.548813623,0.331390862,0.346935427,0.343781114,17,2
4,0.648057466,0.379722605,0.484277264,0.335001955,0.40424918,0.402658162,18,2
,0.493353769,0.710292865,0.47832504,0.38867255,0.397923238,0.374842335,19,2
,0.138380585,0.027752873,0.486666507,0.386638713,0.5,0.37452675,20,2
,0.36637143,0.632718918,0.425292333,0.366161894,0.356976358,0.325486869,21,2
4,0.729844274,0.232559521,0.425374091,0.360471741,0.399318344,0.422640388,22,2
,0.75394211,0.03933601,0.67758926,0.395796492,0.5,0.359473523,23,2
4,0.739949923,0.475600325,0.632482013,0.368516133,0.367344696,0.324308146,24,2
,0.593654993,0.542250542,0.588128364,0.392732728,0.391438265,0.384594976,25,2
4,0.81278588,0.456261683,0.788470782,0.365927731,0.41789808,0.404305901,26,2
,0.568135699,0.466314933,0.431695994,0.412045224,0.411164365,0.437260938,27,2
,0.649465863,0.538442285,0.577013809,0.376738703,0.375042829,0.30746585,28,2
,0.726678369,0.698141788,0.702050793,0.40774021,0.414141676,0.370110502,29,2
4,0.653124032,0.645722628,0.646960475,0.345284782,0.38268592,0.377629677,30,2
,0.446398146,0.37082739,0.371143023,0.329880805,0.408868017,0.428103433,31,3
4,0.679968638,0.379079403,0.406179795,0.362936745,0.38064882,0.397857276,32,3
,0.751977993,0.805830076,0.822088151,0.413422938,0.377548858,0.395527144,33,3
,0.725804072,0.721782863,0.747199383,0.403409102,0.422752147,0.346456978,34,3
,0.625395309,0.664889204,0.679372516,0.405199896,0.329019806,0.394220122,35,3
4,0.799757757,0.669200791,0.736826826,0.378533839,0.36969761,0.407021806,36,3
,0.790786772,0.805590043,0.821944121,0.388459076,0.333371374,0.413158484,37,3
,0.57310278,0.725376201,0.745589392,0.356062038,0.38787431,0.360861748,38,3
,0.728842279,0.778706372,0.781478097,0.355145892,0.359667312,0.355678052,39,3
,0.768338994,0.399174971,0.735320375,0.385125462,0.406598586,0.392873316,40,3
,0.723081804,0.542487086,0.582433249,0.367770327,0.331583364,0.359115812,41,3
4,0.591417475,0.370489226,0.447569854,0.320717501,0.383052856,0.429028211,42,3
,0.807587072,0.78587572,0.813319502,0.313376409,0.350806432,0.380902938,43,3
,0.771748772,0.531146058,0.493400072,0.392863169,0.409065027,0.338596221,44,3
,0.866730332,0.658690007,0.749232335,0.360040607,0.246116458,0.389399669,45,3
4,0.877633043,0.516949777,0.688343036,0.391374284,0.340237894,0.362435566,46,4
,0.822516745,0.565461229,0.694492649,0.417084846,0.377755843,0.375741312,47,4
,0.714829241,0.646397733,0.689040841,0.413676523,0.399988409,0.402393235,48,4
4,0.621020631,0.540434774,0.580727702,0.401840998,0.303095331,0.368206456,49,4
,0.616971132,0.622303695,0.619637413,0.349481952,0.342269611,0.388470597,50,4
4,0.754378619,0.761586758,0.770320778,0.362817366,0.369318422,0.384576105,51,4
,0.698338037,0.460442566,0.68539637,0.403481559,0.433945696,0.394287212,52,4
4,0.659794063,0.189718264,0.445169324,0.338110913,0.384209267,0.442077513,53,4
,0.651837887,0.166536689,0.627667092,0.354943462,0.360514875,0.331168246,54,4
4,0.55428005,0.614228099,0.594894899,0.404612314,0.389407446,0.377441634,55,4
,0.663993152,0.685016628,0.683230171,0.405900343,0.300070779,0.400856412,56,4
4,0.861717468,0.631759807,0.563809394,0.414833473,0.309601269,0.360583933,57,4
,0.788310604,0.607264889,0.711677355,0.398496831,0.296722461,0.410675016,58,4
4,0.822643024,0.293879885,0.759870384,0.373751905,0.438143212,0.371641157,59,4
,0.550897329,0.309703878,0.621280596,0.395654928,0.363953362,0.377743251,60,4
,0.135209931,0.32996833,0.529342403,0.380368577,0.345193224,0.341375153,1,1
5,0.455398877,0.359276455,0.446643708,0.401397816,0.410798647,0.337729941,2,1
,0.306667677,0.419920165,0.367193904,0.409993756,0.348124967,0.43425246,3,1
5,0.552631903,0.146211381,0.411759158,0.413847654,0.369883645,0.384896543,4,1
,0.814269623,0.474555438,0.796536488,0.410230647,0.35659973,0.363451948,5,1
5,0.586192693,0.660030556,0.580044059,0.312940897,0.311480502,0.354362452,6,1
,0.548592361,0.160528852,0.552517171,0.36125255,0.361618628,0.418154653,7,1
5,0.404942554,0.355578963,0.409046808,0.362833982,0.411133611,0.363412019,8,1
,0.752441958,0.501304653,0.80128288,0.381017089,0.424644244,0.430093746,9,1
5,0.586654246,0.57151484,0.577646857,0.378240037,0.409385673,0.348275213,10,1
,0.690224873,0.780217358,0.706427447,0.406019241,0.363956799,0.397006028,11,1
5,0.72603807,0.42604238,0.679263191,0.416840847,0.405011764,0.39949476,12,1
,0.59071418,0.197339095,0.472393103,0.390061196,0.434372355,0.409914829,13,1
5,0.66287318,0.281104288,0.508090225,0.405823158,0.349708985,0.372745743,14,1
,0.574434504,0.543901799,0.529941779,0.308339471,0.386037106,0.372106095,15,1
5,0.615847115,0.193263513,0.371302774,0.370637887,0.37120781,0.432988385,16,2
,0.606350003,0.352455258,0.467558548,0.418992125,0.380828059,0.374175771,17,2
,0.693435607,0.596359422,0.666717261,0.40321983,0.372970887,0.370468932,18,2
,0.631230783,0.462509183,0.566832606,0.404646947,0.311266123,0.421146536,19,2
5,0.642778612,0.258458046,0.608948357,0.336751206,0.356186242,0.430044641,20,2
,0.70983838,0.274347505,0.52626126,0.402410521,0.377247099,0.393257926,21,2
5,0.62552721,0.46054348,0.530770284,0.384713627,0.377593342,0.406456907,22,2
,0.683588209,0.223419502,0.621955293,0.358499268,0.389093568,0.409697223,23,2
5,0.66297135,0.334352094,0.63527434,0.364591677,0.397050061,0.411932793,24,2
,0.600453193,0.735504703,0.644752765,0.377947571,0.397785691,0.331596222,25,2
5,0.629927439,0.283103607,0.618667101,0.4036647,0.397097477,0.378780108,26,2
,0.636100719,0.573443285,0.639727742,0.323112561,0.339810369,0.358541404,27,2
5,0.779868408,0.334617184,0.637988099,0.394485041,0.409416869,0.361816894,28,2
,0.654214097,0.524500098,0.587976514,0.3394883,0.313133712,0.383978321,29,2
5,0.651410205,0.463562122,0.552207553,0.375120037,0.378410146,0.349148987,30,2
,0.376263018,0.471352997,0.404014825,0.406977782,0.40112496,0.359656229,31,3
5,0.614563764,0.453511388,0.555896882,0.373153165,0.336218144,0.379321722,32,3
,0.602534511,0.455471676,0.633514839,0.406498376,0.414255871,0.372876283,33,3
5,0.614217392,0.377799059,0.569290277,0.399807514,0.391548969,0.363902515,34,3
,0.481793738,0.525065484,0.508715678,0.380413426,0.365853692,0.365723433,35,3
5,0.635088006,0.218980188,0.484044381,0.379184205,0.424389855,0.363837423,36,3
,0.48374908,0.385419784,0.348345721,0.386585099,0.421598919,0.37916422,37,3
5,0.431552047,0.515365797,0.458466812,0.410528923,0.367639436,0.337768698,38,3
,0.606697151,0.767981561,0.67619361,0.409695351,0.318574437,0.288914803,39,3
5,0.620608627,0.320425599,0.594600535,0.332598538,0.326549606,0.381669861,40,3
,0.385116539,0.719698717,0.633636326,0.386155077,0.380648158,0.412689196,41,3
5,0.428047181,0.455375292,0.487505547,0.382555,0.376848694,0.32489219,42,3
,0.523173354,0.466377918,0.498213322,0.404208456,0.419332535,0.393254677,43,3
,0.603609086,0.505366205,0.560972609,0.371503875,0.35370467,0.349402185,44,3
,0.564756579,0.572056855,0.6161424,0.392712234,0.372070427,0.398138183,45,3
5,0.561775612,0.501160267,0.52700005,0.408895953,0.374633314,0.300975358,46,4
,0.532397927,0.676713998,0.620871278,0.385343622,0.406513953,0.415896292,47,4
5,0.663491688,0.636352954,0.66913264,0.321361981,0.392768792,0.351230213,48,4
,0.647054427,0.613306427,0.629931012,0.387208748,0.339271254,0.410606147,49,4
5,0.535019215,0.752407859,0.664396704,0.395756251,0.291163762,0.300200151,50,4
,0.673535039,0.719646125,0.710081149,0.357468936,0.368579458,0.422035291,51,4
5,0.626847139,0.637052763,0.619604552,0.401461542,0.36491868,0.376325813,52,4
,0.591401405,0.663822964,0.668126734,0.363355825,0.400058638,0.356448436,53,4
5,0.500637256,0.716605629,0.685123519,0.35158002,0.392407538,0.358937735,54,4
,0.64642093,0.62770813,0.626757319,0.344638868,0.408063772,0.393622273,55,4
5,0.538696268,0.527366478,0.542424706,0.329296871,0.386379989,0.382830559,56,4
,0.666485248,0.327451591,0.557782494,0.369353238,0.396609034,0.417099651,57,4
5,0.521808067,0.652932454,0.620650515,0.419218414,0.388218178,0.375617053,58,4
,0.639980835,0.662500442,0.697966401,0.391704988,0.37644779,0.392218491,59,4
,0.593622244,0.702568031,0.646325817,0.330830536,0.405744341,0.395220045,60,4
,0.396184799,0.161970778,0.354904477,0.436351482,0.417628972,0.443187592,1,1
6,0.416276794,0.450156746,0.394545503,0.39015541,0.361216612,0.39649286,2,1
,0.914645759,0.855893349,0.884424518,0.406745689,0.339610621,0.383548953,3,1
6,0.81402495,0.253028983,0.607731252,0.441227719,0.42666159,0.429592561,4,1
,0.420979137,0.172852558,0.318654826,0.365593577,0.426089036,0.3993584,5,1
6,0.539430489,0.309731414,0.357896355,0.337559457,0.370923281,0.405968429,6,1
,0.300627195,0.280703304,0.246134885,0.332864968,0.420055161,0.347418904,7,1
6,0.168442184,0.463351335,0.297244133,0.395186947,0.441626823,0.377629727,8,1
,0.437391722,0.537231862,0.415698949,0.36055423,0.422017586,0.427643112,9,1
6,0.645702074,0.413067865,0.566936589,0.352140955,0.38685225,0.369895183,10,1
,0.519372051,0.382715402,0.468056185,0.362445507,0.346610649,0.359700842,11,1
6,0.599948964,0.724028326,0.620700606,0.306783162,0.404387829,0.393434777,12,1
,0.684948263,0.654944908,0.674881239,0.354747827,0.372017903,0.400548128,13,1
6,0.650565843,0.315087947,0.544162559,0.357885173,0.41699633,0.410600162,14,1
,0.183686207,0.084542529,0.273380353,0.403618011,0.410346391,0.376068057,15,1
6,0.452451751,0.168190426,0.355176021,0.369417917,0.380304828,0.416147738,16,2
,0.445768212,0.671761831,0.682170997,0.385304013,0.359899032,0.365175979,17,2
6,0.482022591,0.369555845,0.382013413,0.380380532,0.400341867,0.35473517,18,2
,0.582670158,0.259307967,0.508567365,0.415123123,0.421532551,0.335760691,19,2
6,0.24235462,0.656668903,0.364216989,0.3531653,0.387769211,0.393518976,20,2
,0.683748947,0.087305357,0.405912419,0.368476292,0.5,0.413060524,21,2
6,0.474296142,0.834462401,0.582393827,0.369224104,0.373227063,0.416828942,22,2
,0.793952251,0.184955971,0.333732319,0.347836915,0.364218823,0.411048457,23,2
6,0.402218888,0.209171185,0.298505402,0.345574968,0.330095109,0.443928054,24,2
,0.691025656,0.415566138,0.545668924,0.403864595,0.400064547,0.418977129,25,2
6,0.604908652,0.219153631,0.571518769,0.388949731,0.433510247,0.387119808,26,2
,0.631680368,0.243914065,0.389289513,0.340736955,0.375676149,0.401503884,27,2
6,0.364651702,0.338770738,0.372588765,0.425916543,0.40001887,0.391299047,28,2
,0.800196404,0.087791617,0.542968078,0.309773236,0.349431042,0.364946241,29,2
6,0.754359481,0.433880296,0.582547242,0.429275678,0.397499716,0.408482012,30,2
