ppNum,NrmzMeanConfPair,NrmzMeanConfEvent,NrmzMeanConfDetail,N_eNrmzMeanConfPair,N_eNrmzMeanConfEvent,N_eNrmzMeanConfDetail,iEvent,iBlock
,0.418556545,0.03516917,0.245230107,0.386158729,0.5,0.393815645,31,3
6,0.26696683,0.040828457,0.211849014,0.42112077,0.5,0.395022602,32,3
,0.161345454,0.044845061,0.104890953,0.424132155,0.5,0.384172573,33,3
6,0.797487323,0.321098747,0.587759407,0.40778247,0.390506254,0.39693121,34,3
,0.607003716,0.115063651,0.440950161,0.3911854,0.391462204,0.401766429,35,3
6,0.187787773,0.080646957,0.157982978,0.442939985,0.394471536,0.321847355,36,3
,0.396553185,0.024216785,0.352851916,0.372940218,0.5,0.421180484,37,3
,0.538357714,0.144435829,0.338460177,0.383394624,0.337053985,0.424356956,38,3
,0.672854348,0.094751834,0.175587474,0.378371193,0.418289827,0.433532815,39,3
6,0.484060738,0.044512225,0.318827293,0.400303008,0.5,0.375128582,40,3
,0.719420793,0.069678515,0.573105962,0.340525463,0.35330389,0.345883885,41,3
6,0.82784016,0.318423177,0.633128137,0.411473366,0.351318206,0.330283242,42,3
,0.884453086,0.229176569,0.64049212,0.383966938,0.343767804,0.358878436,43,3
,0.618720359,0.200093738,0.468056543,0.360217096,0.396409798,0.414704546,44,3
,0.792215189,0.109454026,0.449391958,0.389363325,0.340228645,0.334454642,45,3
6,0.355852839,0.134334823,0.262983027,0.405935222,0.379893128,0.41634517,46,4
,0.350963339,0.061518963,0.241463379,0.375551709,0.401466632,0.408911716,47,4
6,0.505188535,0.070820484,0.195354233,0.416576544,0.402408323,0.363150603,48,4
,0.339730346,0.258370445,0.320562576,0.404898154,0.340143275,0.393684055,49,4
6,0.678078762,0.064650165,0.297318178,0.414345949,0.403985611,0.417188672,50,4
,0.541830389,0.089147243,0.296905949,0.378270324,0.40748443,0.431904783,51,4
6,0.205002036,0.055878194,0.155249512,0.369932533,0.5,0.384702323,52,4
,0.332681746,0.120827653,0.13037701,0.368444868,0.389912733,0.417566261,53,4
,0.638311676,0.197572879,0.364890981,0.349154842,0.396343341,0.40445105,54,4
,0.383697267,0.035118616,0.221340301,0.399302442,0.5,0.416026525,55,4
,0.692379273,0.200335723,0.429520442,0.348005726,0.423342639,0.401575361,56,4
,0.766980447,0.199325462,0.48669733,0.368340493,0.373941491,0.323976608,57,4
6,0.182374767,0.070175811,0.119835927,0.391866783,0.5,0.399856994,58,4
,0.57674605,0.205654852,0.438708614,0.399582306,0.40276773,0.394606722,59,4
6,0.674281398,0.036084929,0.126327772,0.348493879,0.5,0.405652789,60,4
,0.072042442,0.235661153,0.143743646,0.416295121,0.403373522,0.380738273,1,1
,0.750675566,0.042351176,0.717352784,0.415292375,0.5,0.380550583,2,1
,0.363811072,0.20741784,0.329966943,0.421505822,0.377600822,0.399436418,3,1
7,0.706523153,0.201398269,0.647361324,0.410900739,0.320416031,0.369240993,4,1
,0.510228774,0.261215238,0.495658899,0.380758477,0.436102471,0.420993015,5,1
7,0.559922223,0.323733501,0.500193312,0.361159337,0.32604005,0.369573952,6,1
,0.769334866,0.167541659,0.56873713,0.367224892,0.389332236,0.416627191,7,1
7,0.242644738,0.363068715,0.277021833,0.408607417,0.391721862,0.396017445,8,1
,0.758686961,0.637561697,0.687377137,0.382218852,0.389653793,0.356849371,9,1
7,0.754218637,0.360667111,0.584326616,0.411139354,0.367396685,0.398217931,10,1
,0.482707294,0.498288087,0.552960097,0.390557065,0.43407408,0.364031602,11,1
7,0.391849786,0.512887025,0.657338688,0.428416375,0.395689286,0.388614157,12,1
,0.835097604,0.727310912,0.722540887,0.354458845,0.366277907,0.334591436,13,1
7,0.783212219,0.628873643,0.689351451,0.353665615,0.395818604,0.352091716,14,1
,0.602053629,0.570479481,0.568949508,0.420180513,0.416115695,0.36800553,15,1
7,0.739437532,0.428845384,0.597507554,0.397371648,0.41062013,0.387823295,16,2
,0.867576508,0.129829154,0.502835857,0.377206938,0.374586346,0.404795351,17,2
7,0.799068214,0.687020617,0.750326885,0.411179931,0.374553503,0.388429635,18,2
,0.42196682,0.623344004,0.631448536,0.384970549,0.407609106,0.347851565,19,2
7,0.7860162,0.708720507,0.730760995,0.373059959,0.406965013,0.397964835,20,2
,0.82619899,0.664546548,0.7366743,0.440305142,0.35173959,0.385678638,21,2
7,0.849835925,0.519086993,0.649705522,0.385237252,0.372286594,0.413269216,22,2
,0.821641541,0.715668744,0.778172338,0.446491069,0.393113674,0.410062868,23,2
7,0.786311668,0.816012912,0.74392417,0.413788546,0.363850405,0.329773141,24,2
,0.797185815,0.73910748,0.798056372,0.374073675,0.326446508,0.407094001,25,2
7,0.869147151,0.587574075,0.739463117,0.357796114,0.396366545,0.398816632,26,2
,0.73178756,0.73891129,0.761757983,0.379556263,0.382193686,0.376742705,27,2
7,0.783791553,0.514864598,0.669539997,0.405480595,0.40497363,0.392491951,28,2
,0.795841749,0.584636518,0.673519101,0.40580927,0.413598676,0.423764131,29,2
7,0.796073483,0.811129851,0.804512879,0.398434952,0.430559417,0.404849707,30,2
,0.178848192,0.27974387,0.249085324,0.418698086,0.422916404,0.420025268,31,3
7,0.91394919,0.276385555,0.750082991,0.410229726,0.430879787,0.387907484,32,3
,0.820115957,0.234155704,0.589093891,0.354056125,0.367612159,0.322135588,33,3
7,0.695825068,0.057994654,0.433559365,0.361083849,0.5,0.416906348,34,3
,0.643989327,0.42907038,0.53447298,0.335281498,0.407839886,0.367184879,35,3
,0.770119204,0.43415974,0.648665431,0.336070414,0.432831551,0.400265964,36,3
,0.66828235,0.181328014,0.572001282,0.395550361,0.382589544,0.296864857,37,3
7,0.374672901,0.287870937,0.313226397,0.369597643,0.386074615,0.422538931,38,3
,0.680391539,0.098109151,0.526273251,0.367935612,0.348818367,0.341210459,39,3
7,0.717151271,0.617334601,0.663060045,0.311547218,0.41481652,0.328047773,40,3
,0.451606713,0.20054528,0.279502712,0.394570524,0.422772197,0.399470135,41,3
7,0.834889044,0.245446593,0.527506727,0.33072359,0.414455455,0.389384455,42,3
,0.596141641,0.299546356,0.499192989,0.361242409,0.310714398,0.360305422,43,3
7,0.828794415,0.384407536,0.656713043,0.414049445,0.306299808,0.346679464,44,3
,0.736310335,0.342633572,0.561370044,0.40991413,0.392879899,0.382928639,45,3
7,0.791292436,0.703844549,0.677712584,0.392000297,0.401074728,0.397799061,46,4
,0.498629161,0.564454456,0.513911861,0.420791301,0.382731216,0.361377291,47,4
7,0.748596843,0.648415571,0.666134166,0.404468174,0.351445,0.37967437,48,4
,0.687807043,0.561047237,0.590200192,0.349726778,0.434972858,0.379586157,49,4
,0.73156435,0.397265634,0.491636357,0.347566876,0.391019371,0.402869493,50,4
,0.194910488,0.681776771,0.556472696,0.390533234,0.356641828,0.423242485,51,4
,0.764248588,0.779206547,0.772613758,0.408423694,0.388356092,0.38294694,52,4
,0.68374838,0.580674366,0.620925248,0.375969479,0.373656367,0.383775159,53,4
7,0.783044849,0.856537888,0.847215431,0.320247753,0.383502493,0.409936655,54,4
,0.719938117,0.539246609,0.655338914,0.356031125,0.351846908,0.384018977,55,4
7,0.36979756,0.623344003,0.575585239,0.400841756,0.413604719,0.395104068,56,4
,0.561285373,0.705886716,0.596913233,0.371372936,0.359394442,0.381639761,57,4
,0.810844053,0.586512036,0.733068924,0.351457566,0.394964272,0.382130283,58,4
,0.749947251,0.72394046,0.745066235,0.409448374,0.358553539,0.396974799,59,4
,0.765769729,0.667423013,0.622404074,0.401278005,0.398170084,0.39204136,60,4
,0.41671326,0.126355769,0.4805371,0.394027212,0.413576494,0.357975414,1,1
8,0.702939228,0.366224729,0.468014148,0.390349127,0.378630794,0.332278184,2,1
,0.428656416,0.364922505,0.413579187,0.378911597,0.408904959,0.401325074,3,1
8,0.547044255,0.133055943,0.257206846,0.360454903,0.38370788,0.372906623,4,1
,0.520252638,0.197904487,0.40816696,0.40882573,0.402098623,0.35294235,5,1
8,0.66418957,0.151148666,0.505240045,0.403454081,0.420274035,0.376565242,6,1
,0.64398537,0.225797392,0.373967715,0.358925308,0.381858031,0.33026338,7,1
,0.339538661,0.276378193,0.391465388,0.435906878,0.433736651,0.353538537,8,1
,0.6228582,0.301083626,0.39319194,0.383571115,0.398337227,0.404149158,9,1
8,0.25054186,0.17509783,0.390473023,0.432339932,0.417260673,0.341903778,10,1
,0.681542937,0.155259159,0.561817552,0.383595027,0.404791177,0.325061497,11,1
8,0.674865968,0.501602064,0.523263887,0.341834375,0.357033664,0.395049607,12,1
,0.67525934,0.451842211,0.593788621,0.401062257,0.3767637,0.395290168,13,1
8,0.688938962,0.52141854,0.600554424,0.361163111,0.377349057,0.351041454,14,1
,0.685738069,0.555037061,0.625307121,0.375855259,0.384216897,0.341364464,15,1
8,0.684129004,0.554484356,0.508905546,0.282838432,0.352242628,0.356667461,16,2
,0.514482435,0.768348862,0.700980187,0.375240124,0.423294098,0.394699772,17,2
8,0.774244199,0.566955376,0.658913518,0.385145961,0.370209774,0.415297005,18,2
,0.812472572,0.738688331,0.737080267,0.387413039,0.378138583,0.377256362,19,2
,0.735730269,0.649909565,0.704565569,0.386084573,0.395103024,0.336014309,20,2
,0.716641153,0.588297189,0.620085676,0.288560562,0.366798394,0.354729806,21,2
,0.721828708,0.523307856,0.630036719,0.351232353,0.386663902,0.353704755,22,2
,0.802569645,0.261832756,0.564492355,0.403325386,0.299026975,0.311752012,23,2
,0.71078738,0.683072811,0.657450906,0.291248007,0.424010854,0.369943527,24,2
,0.657112823,0.631421996,0.629145134,0.410121282,0.388033781,0.394905328,25,2
8,0.764212881,0.67384555,0.708916161,0.37489349,0.354846971,0.411781841,26,2
,0.761891502,0.754045911,0.759276305,0.414262878,0.389133889,0.291053719,27,2
8,0.691413304,0.420616705,0.581630378,0.380175197,0.369569946,0.36429224,28,2
,0.685318719,0.606162532,0.65419997,0.329730068,0.372506519,0.379143397,29,2
8,0.754275778,0.599056291,0.631611253,0.335911132,0.408075089,0.410656615,30,2
,0.878886107,0.826198593,0.832729774,0.366386026,0.333863065,0.389726047,31,3
8,0.890955465,0.802752796,0.853168409,0.42248297,0.393655399,0.412455538,32,3
,0.826295665,0.63917273,0.63917273,0.363931311,0.383721488,0.383721488,33,3
8,0.319196122,0.431151558,0.391629977,0.400735344,0.390429943,0.443599916,34,3
,0.736601697,0.395882344,0.800585808,0.356411067,0.385904544,0.380439494,35,3
8,0.74177287,0.468814654,0.653190104,0.361122955,0.401242207,0.345829629,36,3
,0.813615698,0.832891173,0.842933098,0.401940061,0.416511662,0.395416991,37,3
8,0.453160148,0.75397239,0.618667727,0.411307135,0.415963702,0.372932784,38,3
,0.62846769,0.661549432,0.717565251,0.372434758,0.401449984,0.364208247,39,3
8,0.701241683,0.778483289,0.720670641,0.383582446,0.355289836,0.398173829,40,3
,0.81264156,0.697719369,0.748093835,0.374842711,0.358758719,0.354888432,41,3
,0.842554616,0.888488826,0.864054756,0.342501894,0.376770507,0.385486601,42,3
,0.882404684,0.869295313,0.875849999,0.390531259,0.383845262,0.425119238,43,3
,0.861853024,0.909283277,0.918001016,0.399060963,0.401956786,0.404124027,44,3
,0.962492495,0.884116379,0.930718484,0.366761323,0.314535737,0.40025323,45,3
8,0.770093852,0.706196569,0.724598582,0.387976672,0.378185895,0.402165508,46,4
,0.687105584,0.679270705,0.68361003,0.347227047,0.38034598,0.360907996,47,4
,0.88238534,0.75778871,0.820247728,0.351122844,0.414047713,0.416987416,48,4
,0.56534075,0.940017103,0.870800755,0.411760071,0.420749981,0.403577107,49,4
8,0.885907441,0.718509953,0.657230481,0.366908734,0.374849676,0.387405527,50,4
,0.942805221,0.693569323,0.81177095,0.406488516,0.387315457,0.388750307,51,4
,0.759112879,0.731727692,0.649969432,0.358088408,0.286379927,0.389715858,52,4
,0.855312361,0.639940871,0.678984718,0.330344473,0.374755208,0.408533266,53,4
8,0.87359102,0.827482521,0.68740333,0.402401247,0.391741223,0.358979289,54,4
,0.781205967,0.686433475,0.680996989,0.411073981,0.398724951,0.370534089,55,4
8,0.87138762,0.813831524,0.828300558,0.408323564,0.372302826,0.354526393,56,4
,0.755500073,0.636019054,0.663277843,0.327892225,0.378094953,0.386478503,57,4
8,0.592848714,0.769053414,0.771369863,0.389705031,0.338374337,0.387391783,58,4
,0.811320855,0.885856968,0.812703165,0.390831444,0.410497368,0.380493484,59,4
,0.893157862,0.762077626,0.804593664,0.434742052,0.35531978,0.37559803,60,4
,0.578268798,0.258908528,0.563278621,0.394848523,0.359637075,0.382885862,1,1
,0.315111109,0.462592596,0.432317903,0.447132475,0.396028932,0.368837168,2,1
9,0.576685184,0.378685186,0.447530864,0.409295392,0.430221465,0.388170762,3,1
,0.073765436,0.283757711,0.158526237,0.397899602,0.386139728,0.424610212,4,1
9,0.738016382,0.178276353,0.55346629,0.386428071,0.432234111,0.382378354,5,1
,0.563615326,0.252798824,0.385101014,0.396810421,0.414078573,0.394669206,6,1
9,0.103581872,0.239571143,0.169290121,0.421056044,0.380111858,0.400840888,7,1
,0.632239055,0.421275253,0.464969137,0.335148245,0.435623193,0.392400686,8,1
9,0.65427189,0.354292927,0.496184067,0.403108104,0.413017639,0.386586669,9,1
,0.053028547,0.101813274,0.125733027,0.364785045,0.386906664,0.340136166,10,1
9,0.040579713,0.285768922,0.211969946,0.5,0.430820829,0.432037035,11,1
,0.75733726,0.347081927,0.548510566,0.40537911,0.361110698,0.30232991,12,1
9,0.836226852,0.405902774,0.613113423,0.379179286,0.440371139,0.414717919,13,1
,0.782049663,0.519149834,0.666035355,0.367322933,0.330849721,0.365727376,14,1
,0.789182099,0.454876545,0.587993827,0.40793123,0.392500103,0.367045442,15,1
,0.578671772,0.408429121,0.510113345,0.410079174,0.367788755,0.363094721,16,2
9,0.524639917,0.370036011,0.531622943,0.329905557,0.405378677,0.375204144,17,2
,0.569404187,0.35811191,0.444467925,0.402134939,0.374662042,0.386635581,18,2
9,0.290811967,0.423219375,0.352629394,0.339535469,0.308901533,0.392782705,19,2
,0.684739363,0.28894033,0.638605962,0.382363272,0.385163682,0.417699545,20,2
9,0.602570244,0.265118136,0.470181461,0.405421955,0.416951248,0.380866128,21,2
,0.670810182,0.286620363,0.468063267,0.364334928,0.400070042,0.406498279,22,2
9,0.466119528,0.174095115,0.262945424,0.371497771,0.393168857,0.420869854,23,2
,0.660956788,0.407253084,0.572955246,0.364490626,0.396136693,0.387628835,24,2
9,0.594743131,0.147879336,0.442040024,0.409265169,0.425854238,0.387649747,25,2
,0.610078353,0.091274932,0.467396729,0.274232674,0.391181979,0.398564395,26,2
9,0.77136574,0.254907411,0.485416668,0.369685651,0.41584026,0.406165149,27,2
,0.836896133,0.157890499,0.445105341,0.393597002,0.372641616,0.347889406,28,2
9,0.529409169,0.389660489,0.468279684,0.373500076,0.349916243,0.371248243,29,2
,0.563001538,0.16701389,0.402636315,0.337097798,0.36960417,0.407033857,30,2
9,0.523858026,0.170648142,0.336651232,0.347743635,0.391889135,0.432373131,31,3
,0.507788669,0.487554467,0.522231298,0.3834358,0.419705101,0.408359744,32,3
9,0.78167735,0.107051281,0.611467235,0.35457649,0.429795494,0.376927782,33,3
,0.01412037,0.121440971,0.163353589,0.5,0.382303058,0.406505287,34,3
9,0.89438406,0.5136876,0.768367552,0.407397879,0.34310663,0.398109764,35,3
,0.569223028,0.481038651,0.502495977,0.389809472,0.39888565,0.363753661,36,3
9,0.445245724,0.332941594,0.393287035,0.388677245,0.411301775,0.357004819,37,3
,0.745458555,0.078659614,0.33570694,0.409418443,0.437983341,0.394158469,38,3
9,0.075120775,0.139210957,0.147215518,0.409717282,0.337128957,0.347446295,39,3
,0.365828922,0.076234567,0.370730451,0.4148316,0.388059559,0.4040601,40,3
9,0.18545322,0.14266569,0.167925601,0.426521235,0.384793198,0.379042226,41,3
,0.591648862,0.271527781,0.467788463,0.32676089,0.404840081,0.340362729,42,3
9,0.746825393,0.350529099,0.61868386,0.388318565,0.357269313,0.406706659,43,3
,0.563999115,0.212764549,0.483046736,0.383898177,0.421150468,0.397086127,44,3
9,0.310879636,0.263580249,0.293072707,0.436116239,0.400510346,0.410401009,45,3
,0.865555558,0.224212965,0.475092594,0.352540206,0.345215001,0.38282674,46,4
9,0.551525054,0.454901963,0.509104941,0.437627426,0.404666742,0.427253298,47,4
,0.682716045,0.270301781,0.492435411,0.426710431,0.44650684,0.339744474,48,4
9,0.55720612,0.588506433,0.684125063,0.406048631,0.415634324,0.382778392,49,4
,0.863912037,0.556712968,0.700216052,0.405544917,0.399748095,0.366009354,50,4
9,0.60424718,0.620772946,0.671534488,0.379101325,0.414628203,0.384999314,51,4
,0.906018521,0.594074073,0.854216051,0.406184872,0.42239208,0.326631181,52,4
9,0.4507037,0.151370374,0.273753089,0.374566956,0.422455074,0.435119388,53,4
,0.285449737,0.121869491,0.315160205,0.440664172,0.369323079,0.412910031,54,4
9,0.734722219,0.786739417,0.794813708,0.388487357,0.362819308,0.408296576,55,4
,0.559611985,0.679894177,0.655232212,0.403739089,0.37716685,0.391757339,56,4
9,0.850127708,0.235919542,0.552913473,0.354805335,0.417765989,0.354032879,57,4
,0.836074073,0.31309259,0.435978394,0.37421475,0.391085075,0.368192173,58,4
9,0.700771601,0.216454471,0.473511441,0.432045425,0.425228813,0.385459423,59,4
,0.589677632,0.23194444,0.237557152,0.386123875,0.37417214,0.297547412,60,4
,0.49483664,0.108747392,0.262993268,0.421022341,0.440996464,0.436143354,1,1
,0.694541675,0.108335167,0.584880105,0.345445852,0.400902991,0.366187171,2,1
,0.54474274,0.091420953,0.423060808,0.380019319,0.405921381,0.338437863,3,1
10,0.781438463,0.152150955,0.674360227,0.379476355,0.426906148,0.406938759,4,1
,0.577972207,0.015565766,0.445899251,0.382286104,0.5,0.386943567,5,1
10,0.694302704,0.161631979,0.466742165,0.407622218,0.39846221,0.381880669,6,1
,0.096259121,0.311802319,0.277847138,0.432763834,0.365379578,0.37410093,7,1
10,0.417509419,0.140793201,0.446294291,0.35861777,0.42689605,0.4276675,8,1
,0.563742466,0.271522635,0.370806338,0.39062919,0.366910045,0.351889687,9,1
10,0.505312917,0.138141947,0.476288298,0.39057574,0.430403422,0.363417296,10,1
,0.590217433,0.372682176,0.504664271,0.404382395,0.37982117,0.375838049,11,1
10,0.674181067,0.497899879,0.523104135,0.35018719,0.387726616,0.399689335,12,1
,0.626328119,0.341941627,0.478797988,0.383159572,0.441084983,0.397344636,13,1
10,0.645115315,0.812735121,0.761482159,0.376279218,0.397874463,0.428876607,14,1
,0.600241586,0.243519463,0.53207014,0.336361948,0.414672326,0.396779448,15,1
10,0.265118472,0.15976022,0.273068167,0.381718397,0.369540227,0.411038171,16,2
,0.321150894,0.060093647,0.187892473,0.375342866,0.339357793,0.376898266,17,2
10,0.421598609,0.125720971,0.330505161,0.362848912,0.409712509,0.381131539,18,2
,0.090340106,0.174749565,0.140054914,0.403157214,0.415628222,0.42281372,19,2
10,0.545399149,0.080130722,0.285555866,0.386582218,0.407935299,0.409836167,20,2
,0.233100836,0.178234593,0.224489386,0.414130949,0.390749328,0.372946959,21,2
10,0.440604981,0.125322075,0.308648768,0.403657538,0.381619395,0.376657122,22,2
,0.386142692,0.046396079,0.090680675,0.349495536,0.352049029,0.384160845,23,2
10,0.457497545,0.01823474,0.365932904,0.384530864,0.5,0.433250678,24,2
,0.192013997,0.22122578,0.135815847,0.388386351,0.422286379,0.424100322,25,2
,0.399417347,0.216065449,0.321622693,0.361386237,0.3850838,0.370862757,26,2
,0.367136345,0.244419637,0.285352628,0.37591999,0.444853573,0.369130931,27,2
10,0.562501962,0.299438242,0.43321687,0.348445359,0.425568991,0.394294436,28,2
,0.409126097,0.141310857,0.163048373,0.365117946,0.432757135,0.423979227,29,2
10,0.357054054,0.105527697,0.229408442,0.380312213,0.387657067,0.363165297,30,2
,0.239372068,0.38131641,0.31348308,0.405939148,0.309349984,0.440900874,31,3
10,0.579542834,0.256592974,0.405192067,0.392104819,0.421641792,0.406074663,32,3
,0.872362737,0.105005587,0.771030658,0.3661926,0.329627974,0.393509905,33,3
10,0.046539588,0.026884548,0.173727108,0.386840734,0.5,0.383639689,34,3
,0.85986065,0.444091819,0.720473334,0.310411975,0.415050926,0.375134258,35,3
10,0.72275519,0.158190234,0.560701667,0.408098613,0.416385012,0.370999684,36,3
,0.797199993,0.237090545,0.290095835,0.374530041,0.40708683,0.388032704,37,3
10,0.803633645,0.385210833,0.656446273,0.370952208,0.384029783,0.425243481,38,3
,0.153513568,0.121190877,0.14006728,0.431240961,0.38341799,0.39724091,39,3
10,0.65896903,0.0988689,0.510836095,0.346288256,0.397214681,0.412464543,40,3
,0.629921796,0.001438642,0.418193058,0.373233837,0.5,0.359478968,41,3
10,0.592964227,0.34817777,0.312026605,0.374142946,0.441333942,0.375259235,42,3
,0.712549405,0.081739049,0.501684429,0.413040117,0.34637375,0.389296485,43,3
10,0.84353772,0.596002806,0.737575426,0.390851745,0.340244054,0.409594313,44,3
,0.506818636,0.043400578,0.443210959,0.335812674,0.341632064,0.400174681,45,3
10,0.633538915,0.086816906,0.388126472,0.387605965,0.360260805,0.388071665,46,4
,0.845391631,0.282007216,0.707056319,0.399004715,0.295855261,0.345788749,47,4
10,0.789336965,0.324552481,0.378644419,0.383566888,0.389116634,0.360303294,48,4
,0.892022229,0.304726962,0.499475219,0.425173469,0.350188037,0.397960002,49,4
10,0.668923544,0.209743307,0.415200041,0.421190361,0.426592227,0.348216182,50,4
,0.742919356,0.105492627,0.312464252,0.389508251,0.424078699,0.420480074,51,4
10,0.87116082,0.17969081,0.199827083,0.415043045,0.419134964,0.393335705,52,4
,0.872398419,0.147325527,0.35304514,0.414963149,0.389269563,0.412806853,53,4
10,0.863780595,0.29709373,0.476816298,0.380774641,0.404169557,0.360627683,54,4
,0.630920961,0.43779553,0.636474853,0.365947402,0.37489432,0.394951751,55,4
10,0.805115172,0.068245397,0.201924386,0.402756541,0.361413089,0.386065947,56,4
,0.568072597,0.531940006,0.461039,0.379069193,0.306925733,0.390963005,57,4
10,0.911267017,0.465485224,0.676870101,0.409345323,0.371569343,0.389034427,58,4
,0.839698169,0.327340978,0.410139513,0.375139747,0.419556618,0.410126104,59,4
10,0.887207519,0.071058976,0.588692139,0.374564883,0.407017905,0.34169633,60,4
,0.36054569,0.174364655,0.260113032,0.389604206,0.377165104,0.343922341,1,1
11,0.251631014,0.466992666,0.459635598,0.41229717,0.405033844,0.365864198,2,1
,0.402655455,0.5005914,0.453270573,0.374838729,0.379800657,0.367066808,3,1
11,0.355633384,0.252085873,0.277126162,0.386635237,0.375401209,0.368853245,4,1
,0.38742261,0.45589599,0.41470247,0.370641935,0.408139533,0.423507959,5,1
11,0.422839707,0.384664902,0.377462348,0.367513858,0.376581715,0.381320415,6,1
,0.242470848,0.263134323,0.2258369,0.349816378,0.432403236,0.373759725,7,1
11,0.521430417,0.26116708,0.421785117,0.322122217,0.442585087,0.383602185,8,1
,0.577627466,0.209476358,0.510506769,0.384629544,0.364253205,0.371432596,9,1
11,0.354867891,0.482085055,0.447700578,0.397128953,0.361140739,0.355060688,10,1
,0.335921777,0.575975201,0.443618244,0.415591976,0.424096589,0.394509169,11,1
11,0.55078592,0.174405352,0.494390844,0.343776691,0.321766755,0.439428856,12,1
,0.151899214,0.28572359,0.249466291,0.395553837,0.332490111,0.395963135,13,1
,0.705830184,0.346000358,0.460295813,0.39983927,0.443357919,0.346687935,14,1
,0.423152367,0.281979047,0.371330832,0.427514753,0.426543943,0.391776038,15,1
11,0.224655965,0,0.373353953,0.387958983,0,0.396599585,16,2
,0.38523779,0.370134679,0.428472963,0.358334395,0.382961688,0.398058909,17,2
11,0.210422699,0.48950175,0.463021922,0.425734884,0.364646079,0.431627308,18,2
,0.507028276,0.54911956,0.47562693,0.399510822,0.395921232,0.400842081,19,2
11,0.260883906,0.461282136,0.357557269,0.38301617,0.392577763,0.406175887,20,2
,0.253306894,0.164885745,0.430540693,0.416965627,0.418117163,0.362821925,21,2
11,0.372698784,0.480424119,0.459421212,0.401280923,0.347433055,0.37309754,22,2
,0.480065217,0.435830211,0.475753004,0.372465263,0.379417362,0.339996275,23,2
11,0.521474647,0.405159479,0.474236203,0.347582199,0.34728279,0.416844222,24,2
,0.1911701,0.325741163,0.329722298,0.409698117,0.401445755,0.403601672,25,2
11,0.494896956,0.494851076,0.38568951,0.392138394,0.389204254,0.406223466,26,2
,0.441646185,0.622222122,0.451237652,0.340074068,0.314754577,0.340258709,27,2
11,0.120923008,0.332308148,0.382188743,0.363389912,0.369034477,0.373305863,28,2
,0.224645248,0.388584078,0.389102386,0.400736743,0.396916933,0.435437558,29,2
11,0.405650517,0.596714576,0.553250294,0.370066257,0.369495236,0.400682287,30,2
,0.313861357,0.362893373,0.39888316,0.410886056,0.426266432,0.413837527,31,3
11,0.153574519,0.451360443,0.383472944,0.412783102,0.401933544,0.415590502,32,3
,0.746372725,0.353202165,0.448147497,0.329969026,0.331766954,0.37709108,33,3
11,0.372285765,0.339449387,0.331511088,0.399166322,0.347937033,0.400258198,34,3
,0.352868224,0.696918385,0.557332142,0.340432022,0.35832853,0.340913526,35,3
11,0.562448156,0.420007941,0.532468626,0.269234251,0.346855429,0.363325966,36,3
,0.840241511,0.283281484,0.620204795,0.361420275,0.399927195,0.298075738,37,3
11,0.37307835,0.24746429,0.257205041,0.382891973,0.423985866,0.388025091,38,3
,0.203806071,0.482892631,0.426741829,0.386196888,0.405072963,0.416615332,39,3
11,0.377506657,0.355166369,0.362119367,0.418467145,0.43017234,0.423687442,40,3
,0.164024695,0.26211679,0.435756542,0.31613197,0.42909274,0.439458042,41,3
11,0.371627642,0.415611811,0.417603251,0.380000396,0.439226382,0.377459939,42,3
,0.511715375,0.48234818,0.39382574,0.405756202,0.386188157,0.373223146,43,3
,0.543096876,0.560013792,0.550426443,0.381300571,0.332265855,0.364778555,44,3
,0.836461436,0.593678536,0.735621265,0.376344637,0.357983578,0.392459028,45,3
,0.296238775,0.171653586,0.259464975,0.409658387,0.414695925,0.433485719,46,4
11,0.587077806,0.375655898,0.477052162,0.392202368,0.367988771,0.368977637,47,4
,0.411931949,0.64315236,0.525732568,0.43003346,0.322072404,0.406306088,48,4
11,0.27878587,0.331827124,0.347634396,0.421954825,0.371619798,0.444441149,49,4
,0.110938969,0.150188033,0.334261166,0.359604955,0.366658131,0.376658827,50,4
11,0.659185283,0.507781676,0.470292885,0.363444698,0.372864121,0.435605748,51,4
,0.270780504,0.405814024,0.28278652,0.403777123,0.397937819,0.392362475,52,4
11,0.373729391,0.613288176,0.48584609,0.422352285,0.353735924,0.418185047,53,4
,0.353021242,0.400346381,0.330882398,0.39753509,0.433863217,0.392340831,54,4
11,0.405489171,0.757557941,0.586907635,0.347572598,0.415916183,0.393470459,55,4
,0.735882017,0.373513297,0.645844938,0.393040774,0.386658007,0.403867315,56,4
11,0.192793115,0.266322597,0.242841747,0.413068867,0.383051326,0.414578033,57,4
,0.722643088,0.423146193,0.478428851,0.396527811,0.421751861,0.349173838,58,4
11,0.335698514,0.478364916,0.485093713,0.40765923,0.32924413,0.356865322,59,4
,0.578236054,0.176562523,0.53305618,0.389998391,0.381447473,0.354566959,60,4
,0.698616129,0.47410703,0.610516686,0.409359775,0.340678867,0.414087655,1,1
,0.721485264,0.437205322,0.702393743,0.358481367,0.393291571,0.410498771,2,1
,0.318929914,0.275433276,0.462289345,0.43293006,0.374340758,0.398611903,3,1
12,0.5343428,0.314091632,0.329277838,0.412154685,0.356363653,0.401293555,4,1
,0.148041719,0.2951567,0.356729989,0.389844104,0.424897323,0.432196267,5,1
12,0.611705061,0.072396427,0.332680705,0.41409714,0.417143728,0.391666656,6,1
