;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
6803;6;5;0.341390205170149;0.0906207397904717;0.0906207397904717;beF
6808;6;10;0.64387026724656;0.175715845103532;0.425439035429492;beF
6821;6;5;0.563270677669163;0.0762540510218599;0.319762364345512;beF
6828;6;12;0.114877575263907;0.0762540332367042;0.117336954500789;beF
6832;6;16;0.422453011979199;0.0408898516422134;0.29526529186687;beF
6841;6;25;0.526213396047385;0.0762540332367042;0.376226941777158;beF
6844;6;3;0.503052586647289;0.0795694352653378;0.329123034656055;beF
6853;6;12;0.177874939857089;0.0547039911912087;0.0383221963874192;beF
6857;6;16;0.390027895219301;0.062992478477637;0.226510186848469;beF
6861;6;2;0.714279092636889;0.892393382851812;0.628935412215355;beF
6866;6;7;0.773570749195456;0.0221026090502678;0.275106390538567;beF
6874;6;15;0.0;0.0541514241864364;0.0334910093591074;beF
6885;6;2;0.600791170931605;0.0718335149836818;0.336312342957643;beF
6894;6;11;0.469701035424085;0.0381270344035079;0.253914034913797;beF
6897;6;14;0.600791170931605;0.0718335149836818;0.336312342957643;beF
6899;6;16;0.354823467614831;0.0591245094442311;0.206973988529531;beF
6905;6;3;0.779592543388337;0.035916748599263;0.4077546459938;beF
6910;6;8;0.790246509897752;0.121011871697479;0.349321119409989;beF
6916;6;14;0.842126720568478;0.12266955492664;0.443270166614121;beF
6924;6;22;0.779592543388337;0.035916748599263;0.4077546459938;beF
6929;6;5;0.0491009072808057;0.0;0.0722617092262486;beF
6932;6;9;0.384469295894114;0.100566945876373;0.289835179221534;beF
6937;6;14;0.387711801606382;0.0652027287115703;0.280208777308111;beF
6948;6;8;0.118583313117134;0.0884104717713826;0.250887417494257;beF
6952;6;12;0.352507392638544;0.185662015619122;0.140079046163753;beF
6958;6;4;0.654061016524321;0.163006839564082;0.384446695362778;beF
6963;6;9;0.948666415481237;0.29285972998245;0.599746077087439;beF
6967;6;13;0.32425121605422;0.180136363356555;0.180136363356555;beF
6979;6;6;0.420600143052586;0.05746682621507;0.05746682621507;beF
6981;6;8;0.208910427285986;0.0;0.379837131032234;beF
6988;6;15;0.803216562565434;0.0;0.0194550640922161;beF
6995;6;4;0.635532371986106;0.127090090964819;0.26717754031799;beF
6997;6;6;0.719837684507423;0.0718335327688376;0.276860458426435;beF
7006;6;15;0.819429135854688;0.420502396844618;0.546220926431148;beF
7011;6;2;0.906976954088273;0.390111273830189;0.499992279549202;beF
7024;6;15;0.894006916329898;0.0;0.894006916329898;beF
7035;6;4;0.0389101580030444;0.0751488992271596;0.0584011942384615;beF
7040;6;9;0.0389101580030444;0.0762540332367042;0.058769572241643;beF
7052;6;7;0.853707121541199;0.250864762115848;0.481303632823262;beF
7061;6;5;0.782835064009911;0.0;0.177874939857089;beF
7066;6;10;0.782835064009911;0.104987446344239;0.141431193100664;beF
7074;6;18;0.782835064009911;0.0;0.177874939857089;beF
7082;7;4;0.0;0.338147699457882;0.148137320539972;beF
7090;7;12;0.118481286531916;0.339074126466535;0.199810878360025;beF
7097;7;19;0.1064311115647;0.222343674821361;0.163460452067103;beF
7105;7;3;0.834541441628305;0.0;0.834541441628305;beF
7111;7;9;0.657496156476169;0.0;0.657496156476169;beF
7117;7;17;0.777071255912869;0.222343674821361;0.5921620622157;beF
7123;7;23;0.777071255912869;0.222343674821361;0.5921620622157;beF
7127;7;3;0.442446378395135;0.0;0.330750267340722;beF
7133;7;9;0.21720026284636;0.338147699457882;0.257516075050201;beF
7144;7;2;0.38080495388366;0.0;0.325188635502618;beF
7148;7;7;0.833151044856874;0.449319536868562;0.70520720886077;beF
7150;7;9;0.724699201637653;0.387248591829381;0.555973896733517;beF
7158;7;17;0.833151044856874;0.449319536868562;0.70520720886077;beF
7163;7;22;0.38080495388366;0.387248591829381;0.36656193972046;beF
7165;7;24;0.724699201637653;0.387248591829381;0.555973896733517;beF
