;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
29462;24;4;0.631834020245819;0.250667448488048;0.441250734366933;weR
29464;24;6;0.631834020245819;0.280702691676412;0.514790244056016;weR
29467;24;9;0.605475716687395;0.306065783418028;0.515289497154209;weR
29469;24;11;0.605475716687395;0.0;0.72451321089039;weR
29475;24;17;0.619080010340271;0.23798590261724;0.428532956478755;weR
29477;24;19;0.619080010340271;0.0;0.619080010340271;weR
29479;24;21;0.619080010340271;0.23798590261724;0.428532956478755;weR
29480;24;22;0.619080010340271;0.23798590261724;0.428532956478755;weR
29481;24;23;0.619080010340271;0.23798590261724;0.428532956478755;weR
29483;24;25;0.631834020245819;0.280702691676412;0.514790244056016;weR
29488;24;2;0.513646809790152;0.30740068332788;0.410523746559016;weR
29490;24;4;0.513646809790152;0.0;0.513646809790152;weR
29491;24;5;0.513646809790152;0.0;0.513646809790152;weR
29499;24;14;0.517047862678007;0.0;0.0;weR
29502;24;17;0.517047862678007;0.0;0.0;weR
29505;24;20;0.513646809790152;0.30740068332788;0.410523746559016;weR
29508;24;23;0.513646809790152;0.0;0.513646809790152;weR
29511;24;3;0.522149469376941;0.437553388705642;0.479851429041291;weR
29513;24;5;0.522149469376941;0.416862445893249;0.469505957635095;weR
29515;24;7;0.522149469376941;0.437553388705642;0.479851429041291;weR
29517;24;9;0.522149469376941;0.416862445893249;0.469505957635095;weR
29518;24;10;0.522149469376941;0.416862445893249;0.469505957635095;weR
29523;24;15;0.494940909438342;0.509637966214955;0.502289437826648;weR
29525;24;17;0.494940909438342;0.314075180527448;0.404508044982895;weR
29526;24;18;0.494940909438342;0.314075180527448;0.404508044982895;weR
29528;24;20;0.525550549631948;0.437553388705642;0.499762798150163;weR
29532;24;24;0.525550549631948;0.406850700849154;0.479294339579171;weR
29535;24;27;0.525550549631948;0.406850700849154;0.479294339579171;weR
29538;24;31;0.522149469376941;0.437553388705642;0.479851429041291;weR
29542;24;3;0.579117413128971;0.105830842255733;0.421355222837892;weR
29543;24;4;0.579117413128971;0.105830842255733;0.421355222837892;weR
29544;24;5;0.579117413128971;0.105830842255733;0.421355222837892;weR
